City,Attraction,Summarised Review
Hyderabad_Hyderabad_District_Telangana,Shilparamam_Cultural_Society,a theme based exhibition was going on in ShilpaRaman till 31-Dec'22 . the visitors included mostly families while some youngters (seemingly college students) also visited in groups .
Hyderabad_Hyderabad_District_Telangana,Hussain_Sagar_Lake,the lake is highly polluted and stinks at several places . boat trips are available to get to the statue in the middle of the lake .
Hyderabad_Hyderabad_District_Telangana,Plaza_Premium_Lounge_Domestic_Departures,the plaza premium lounge is located on level 2 . it has a nice view of the runway and a good buffet with a wide selection .
Hyderabad_Hyderabad_District_Telangana,Inorbit_Mall,"one of the biggest & best in the city, situated with in Hitech city, in a posh prime area, since decade . a very good place to spend time and enjoy your shopping along with food court ."
Hyderabad_Hyderabad_District_Telangana,Tank_Bund,tank bund is a water storage tank but very huge and deep . the famous aspect of Tankbund is The Buddha statue which was set in the mid of the tank .
Hyderabad_Hyderabad_District_Telangana,ISKCON_Hyderabad_Sri_Sri_Radha_Madanmohan_Mandir-Hyderabad_Hyderabad_District_Tel.ht,a place where Hindu tradition is still alive and Its a kind of experience to visit . temple was built in late 60s under direct supervision and planning by Srila Prabhupada swamiji .
Hyderabad_Hyderabad_District_Telangana,Buddha_Statue,the whole lake was filled with lights and the statue was also illuminated . there was a light and sound show which we skipped and also there were rides .
Hyderabad_Hyderabad_District_Telangana,Peddamma_Temple,a 150 year old historic maari temple with huge premises and lot of devotees known for its customs . my visit was calm and devotional.
Hyderabad_Hyderabad_District_Telangana,Hyderabad_International_Convention_Center,"hotel is a great facility to host conferences, all-hands meetings, and company get-togethers . rooms are spacious with well stocked minibars and modern air con systems ."
Hyderabad_Hyderabad_District_Telangana,NTR_Garden,"a very big garden cum park in front of Hussain sagar lake, one of the prominent attraction of Hyderabad . one can see Buddha statue and Birla temple both, Nicely maintained, many varieties of flowers, many options for children to play ."
Hyderabad_Hyderabad_District_Telangana,Sudha_Cars_Museum,one passionate man has turned his passion for different types of cars into a visual treat for the visitors . the museum has a unique crazy set of cars on display which you can't even think of .
Hyderabad_Hyderabad_District_Telangana,Sri_Ramakrishna_Math,"'the math' is dedicated to the Field of Education with their Institution for Foreign Languages . students of all age groups have an opportunity to learn English,French,German,Spanish etc."
Hyderabad_Hyderabad_District_Telangana,KBR_National_Park,a must visit park for early risers and people who would love to have brisk walks . children can enjoy the occasional company of peacocks around the park . as its national park few people saw snakes during day time .
Hyderabad_Hyderabad_District_Telangana,Wonderla_Amusement_Park,"i visited Wonderla Hyderabad first time with family based on the good reviews and mainly because of the 699/- offer, but got a very very bad experience . the standard time was mentioned as 90minutes ."
Hyderabad_Hyderabad_District_Telangana,Qutb_Shahi_Tombs,"the Qutub Shahi Tombs are beautiful architectural structures, though they house the tombs of the rulers of an era gone by & their families . originally planned for only the ruler, there were seven of them but the last one decided to include tombs for the family"
Hyderabad_Hyderabad_District_Telangana,Lumbini_Park,"Located at one corner of Hussain sagar lake, opposite to secretariat & NTR park . laser and light show is the top attraction and u get regular ferries to Buddha statue ."
Hyderabad_Hyderabad_District_Telangana,Hare_Krishna_Golden_Temple,more than 50 full time devotees are serving rla Prabhupda's mission of spreading Krishna Consciousness through the Hare Krishna Movement .
Hyderabad_Hyderabad_District_Telangana,Sanghi_Temple,the temple of lord Durga and Nava Graha Mandapam is there in open place . there are two ways to reach this temple one is steps way which is very inclined .
Hyderabad_Hyderabad_District_Telangana,Necklace_Road,necklace road is very famous place in hyderabad we can see here a lot of people everyday evening . good place for an evening drive though parking can be a big headache.
Hyderabad_Hyderabad_District_Telangana,Mecca_Masjid,masjid nearer to charminar is very crowded and not well maintained . about 8000 workers were involved in the construction of this mosque . it draws hundreds of tourists from across the globe .
Hyderabad_Hyderabad_District_Telangana,The_Forum_Sujana_Mall,"forum sujana pvr mall has a lot of shopping experience with huge discounts . food stalls like burger king,kFC,pizza hut,dominos,etc..are had..great time spending ."
Hyderabad_Hyderabad_District_Telangana,Snow_World,"if you want to experience snow fall and really low temperature, you may consider to visit as childrens will love the ambience inside the snow room . entry fees are huge but its heaven for kids and teens as its adventure for them ."
Hyderabad_Hyderabad_District_Telangana,GVK_One_Mall,"the place had relatively fewer visitors, compared to other malls of similar type . it may be a popular place to shop among the locals, however, the tourist may consider to skip this place ."
Hyderabad_Hyderabad_District_Telangana,Shri_Ashtalakshmi_Temple,astalakshmi temple is the only temple with 6 goddesses in hyderabad . it's closed from noon till 4pm and the sun could easily heat up the marbles .
Hyderabad_Hyderabad_District_Telangana,B_M_Birla_Planetarium,the science museum on ISRO is a nice place for young kids and family to have an idea about our solar system . the ground floor has a lot of interesting science concepts explained in a simple way .
Hyderabad_Hyderabad_District_Telangana,Laad_Bazaar,Laad Bazaar is situated near Charminar and is popular among those who like bargaining hard . charminar pearls have the same price to tourist and the local people and one more surprise they are giving cash back value .
Hyderabad_Hyderabad_District_Telangana,Moula_Ali_Dargaha,"Approximately 500 steps to climb, not a difficult one, not too steep either . best time to climb is in the evening or early morning as sun can get hot ."
Hyderabad_Hyderabad_District_Telangana,Shilparamam,"there are stalls from different states showcasing their handicrafts . there is a small food court for snakcs, lawns for kids to play, complete family outing ."
Hyderabad_Hyderabad_District_Telangana,Shyam_Mandir,"temple is located near to Kachiguda Railway station, which is a buzzing place . but once you enter the temple in the evening, you find the place very peaceful . the temple is very well-maintained and contains a number of shrines ."
Hyderabad_Hyderabad_District_Telangana,Balkampet_Yellamma_Temple,yellamma temple in hyderabad is very ancient temple with great history . people came to know the water flowing from the head side portion of the idol has curative powers and skin diseaces are being cured .
Hyderabad_Hyderabad_District_Telangana,Osman_Sagar_Lake,the lake is really good and clean and well maintained and the best thing is to watch sunset at evening . this place has a park which I haven't liked personally .
Hyderabad_Hyderabad_District_Telangana,Birla_Science_Center,"if you want to enjoy the show at planetarium, reach the place early..say 45 minutes....."
Hyderabad_Hyderabad_District_Telangana,Ocean_Park_India,the best time to travel is during summer season to enjoy the water rides and beat the heat . oceam park is a good place for all aged people .
Hyderabad_Hyderabad_District_Telangana,Paigah_Tombs,paigah tombs is located in santosh nagar near owaisi hospital . there is no entry fee and there is a care taker who is knowledgeable .
Hyderabad_Hyderabad_District_Telangana,Rajiv_Gandhi_International_Cricket_Stadium,the stadium is a really huge and I visit often because of the IPL matches . the open stands are vulnerable to hot humid conditions along with rain and the seats are too close .
Hyderabad_Hyderabad_District_Telangana,Karmanghat_Hanuman_Temple,many devotees visit hanuman temple on saturday and tuesday . for archana and abhishekam you need to visit early as they sell less tickets . this place has got its creation and faith in god .
Hyderabad_Hyderabad_District_Telangana,Nizam_Museum,nizam is a small museum that will take you no more than 3540 minutes to go through thoroughly . the only thing that truly stands out to me is the long wardrobe as it is said the king would never wear the same clothes twice .
Hyderabad_Hyderabad_District_Telangana,Lotus_Pond,a beautiful lake is preserved at its natural best; with walk way around it . the undulating track makes for a grueling work-out for early morning joggers .
Hyderabad_Hyderabad_District_Telangana,Sanjeeviah_Park,the park is located close to the Husainsagar lake . it is ideal for all age groups and has a good collection of flowers .
Hyderabad_Hyderabad_District_Telangana,Mallikarjun_Temple,temple is one of the 12 jyotirlingas of Lord Shiva from HIndu religion . spread on a huge area this architecturally beautiful temple must be visited and admired .
Hyderabad_Hyderabad_District_Telangana,Next_Galleria_Mall,the mall is located in connection to panjagutta metro station . it is one of the nice place to watch the cinemas in different complexes . the Ambience was very beautiful and good .
Hyderabad_Hyderabad_District_Telangana,Pochampalli,the famed pochampalli sarees come at an exorbitant rate . you hardly see people weaving there .
Hyderabad_Hyderabad_District_Telangana,Hyderabad_Botanical_Gardens,it used to be one of the best botonical gardens but now due to constuction this is being neglected . it is an awesome place where you can enjoy beautiful greenery with variety of plants that include variety of cactuses .
Hyderabad_Hyderabad_District_Telangana,Sri_Lakshmi_Narasimha_Swamy_Temple,the temple is one of the holy indian temples not so far away from hyderabad . the devotees who come here should not close their eyes before the main deity .
Hyderabad_Hyderabad_District_Telangana,Ratnalayam_Temple,"""Ratnalayam temple"" is a nearby sacred place of Lord Venkateshwara . for kids we have playing resources, water fountain, peaceful temple interior ."
Hyderabad_Hyderabad_District_Telangana,IKEA,"ikea is a great place to check innovative ideas on home improvement and placement of home items . food is average , costly & lacks variety ."
Hyderabad_Hyderabad_District_Telangana,Mount_Opera_Multi_Theme_Park_Resort,best place to spend summer holidays with family in opera water games are really cool and the water waves are too good . mount opera is one of the best all in one amusement park in Hyderabad along with resort inside .
Hyderabad_Hyderabad_District_Telangana,Divya_Saketam,visit to divya saketham on sunday for the first time . a very big statue of Sri Ramanuja is going to be installed .
Hyderabad_Hyderabad_District_Telangana,Osmania_University,"famous across india for its 100+ years of history . famous as largest university system in south india offering engineering,law,management,arts,science ."
Hyderabad_Hyderabad_District_Telangana,Sarath_City_Capital_Mall,Sarath city mall is the best none of the malls have this kind of facilities . my experience was great but i couldn’t see more of that mall thank you .
Hyderabad_Hyderabad_District_Telangana,Leo_Splash,"the pool is big and it was fun as not many people were there . if i get time, i will visit again with my family to this perfect atmosphere ."
Hyderabad_Hyderabad_District_Telangana,Secunderabad_Clock_Tower,"Clock tower is one of the important sightseeing place in Hyderabad . it's in Secunderabad near paradise junction, surrounded by a garden ."
Hyderabad_Hyderabad_District_Telangana,Gandipet_Lake,"entry into the near-by park is nominal, this makes it a nice option for a day-out with family ."
Hyderabad_Hyderabad_District_Telangana,Sanjeevaiah_Park,a city filled with vehicles this is the place to be visited once a while to sit in nature's lap and enjoy its beauty . the park is huge and good for a relaxed long walk .
Hyderabad_Hyderabad_District_Telangana,Hyderabad_Central_Mall,i tried & searched many brands but was not at all satisfied with anyone . central mall is good looking .best place to go shopping for clothes . but wherever you go you have to call for people for help .
Hyderabad_Hyderabad_District_Telangana,Indira_Park,"children park is mostly used by adults . it's a huge park, disappointing factor is, totally unclean ."
Hyderabad_Hyderabad_District_Telangana,Himayat_Sagar_Lake,there's a small play area for kids and it a long drive destination . one can take good photographs of the lake or can walk down to the dam itself.
Hyderabad_Hyderabad_District_Telangana,L_T_Metro_Rail,the cost seems to be a bit higher when compared with other metros . but the staff are really helpful who are helping out at every stage in each station for the convenience of the public .
Hyderabad_Hyderabad_District_Telangana,St_Josephs_Cathedral,a century old church in hyderabad is one of the oldest in india . the architecture depicts old roman catholic one . it is completely untouched tourist destination .
Hyderabad_Hyderabad_District_Telangana,City_Centre_Mall,"this mall is located on the road no.01,Banjara Hills just Opposite to the Barbeque Nation restaurant . the mall used to be my favorite for quick shopping until a few years ago, but has now detiorated badly ."
Hyderabad_Hyderabad_District_Telangana,Manjeera_Trinity_Mall,"the price is more reasonable than forum and the parking is more accessible as it is less crowded than forum . shopping options are rather limited compared to forum, In-Orbit as quite a few shops have closed down for some reason ."
Hyderabad_Hyderabad_District_Telangana,Srinidhi_Joy_N_Joy_Resorts,i visited Srinidhi joy n joy resorts with my family in outskirts of hyderabad . it is full of greenery and has variety of water games to try your hands on .
Hyderabad_Hyderabad_District_Telangana,G_M_C_Balayogi_Athletic_Stadium,the athletics stadium has its own parking and a practice/warm up ground outside . this place serves as end place for Airtel marathon when we start from peoples plaza .
Hyderabad_Hyderabad_District_Telangana,Gandi_Maisamma_Temple,the temple is big with a giant (about 20 feet ht) idole and the Gopuram is also huge and different from all south Indian temples . the huge snake mound in the center of the inner side of the temple .
Hyderabad_Hyderabad_District_Telangana,D_G_S_Melkote_Park,"a good place to visit with kids, well maintained by guards . opens in evening by 3pm with Rs5 entry tickets ."
Hyderabad_Hyderabad_District_Telangana,Pala_Pitta_Cycling_Park,Pala Pitta cycling park is situated in the Kothaguda reserve forest in Hyderabad . the park opens at 6 am and it is best to go early in the morning when it is cooler .
Hyderabad_Hyderabad_District_Telangana,Public_Gardens_Bagh_e_aam,"Located just in the heart of the city,next to State assembly, this place was very famous for greenery which is now missing due to location where noise and pollution are extreme ."
Hyderabad_Hyderabad_District_Telangana,Laser_Shooter,"the time flew by really fast, though I don't know whether it was less time or more enjoyment."
