,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,Riasi_Fort_or_Zorawar_Fort,pilgrim_gsa,5.0 of 5 bubbles,May 2018 • Family,Gen Zorawra Fort in Leh,"The fort of this general  Zorawar Singh ,who was  a soldier of repute iN Dogra sarkar under Maharajah Ranjit Singh of the Punjab , s a must visit place .It is due to this man's exertions  that the boundaries of India were stretched beyond Kashmir to Ladkah  and the Little Tibet became part of India .Interestingly Ladakhi travel agents do not include this in their itinerary but all Indians must visit this place to pay homage to this great general , notwithstanding the locals telling you there isn't much to see as this man  subjugated the Ladakhi Kingdom and merged it with Kashmir and Jammu    and in 1947 was incorporated into Indian Union .There is an interesting museum here and twice weekly there is alight and sound show held with its precincts on the life of this great martial hero who carried the Sikh flag of Maharajah Ranjit Singh under whose tutelage the Dogras of Gulab Singh were, to the borders of China  .There is no entry fee .Expect to spend an hour here ."
1,Riasi_Fort_or_Zorawar_Fort,parryog,5.0 of 5 bubbles,May 2018 • Friends,Zorawar cafe,Just happened to visit this newly opened cafeInside zorawar fortExcellent view with inside and outside seating Great food with lot of options
2,Riasi_Fort_or_Zorawar_Fort,Arunverma,4.0 of 5 bubbles,Jul 2017 • Couples,History ,Last year we seven couples visited Leh and Zorawar fort is located right in the middle of the market. A must visit place. The epic Journey in the footsteps of the Great General Zorarwar Singh who added Ladakh and Baltistan to the territory of the Punjab Kingdom and subsequently to India. The brave General who excelled in Mountain warfare did what most assumed was unthinkable and even traversed the Umasi La with an Army in the month of October.
3,Riasi_Fort_or_Zorawar_Fort,Debarati D,4.0 of 5 bubbles,Aug 2017 • Couples,Conqueror of Ladakh,"Ages before getting ‘Leh’ed became synonymous with clicking selfies at Khardungla top and posing on Kareena Kapoor’s yellow scooter at the ‘3 idiots’ lake, a Dogra Rajput did it in style, leading 5000 men all the way from Kishtwar through the source of the Suru (Indus) river. Serving as a ‘Wazir’ under the ambitious Gulab Singh, Maharaja of Jammu, he subdued the Gyalpo ruler of Ladakh followed by successful campaigns at Kargil, Baltistan and Skardu. The Zorawar fort still lives on as a legacy of this warrior - the indomitable Zorawar Singh, whose military prowess and expertise in mountain warfare has become stuff of legend. Constructed in 1836, Zorawar fort is a national monument now maintained by the Indian Armed Forces. The fort also houses a museum dedicated to brave dogra and ladakhi warriors. Entry is free. Traces of a moat is visible round the fort, which is constructed with mud and stone as per local style. Inside the premises , the army maintains stables.  The ‘touristy’ types can give it a miss, but for someone who wishes to explore Ladakh beyond its natural beauty, Zorawar fort can be a good starting point."
4,Riasi_Fort_or_Zorawar_Fort,shalinvarma,5.0 of 5 bubbles,Sep 2017 • Family,Very interesting history of the area.,The fort is well maintained. The sound and light show at sunset is interesting. Onlt make sure you are well clad as it is cold.
5,Riasi_Fort_or_Zorawar_Fort,Ratnesh M,4.0 of 5 bubbles,Apr 2017 • Solo,A Clay Fort,"Zorawar Fort or Riasi Fort is a prominent historical monument of Leh town. It is named after General Zorawar Singh who defended Ladhakh from the Chinese invasion. It is presently under occupation of Indian Military. A museum is also built in one part of the fort which gives insight into the history of Ladakh, the paraphernalia of military equipments of those time. The fort is made essentially of clay with use of stones inside. A trench runs through its outer boundary which used to be filled with water during those time but today it is totally dry. A very small temple and a mosque are also built inside the fort. An interesting place for those who have interest in archaeology and artifacts. From outside the fort one can capture the scenic beauty of the valley. "
6,Riasi_Fort_or_Zorawar_Fort,raja p,4.0 of 5 bubbles,Oct 2015 • Friends,historical fort in the middle of the city,this is also called as zorawars fort.inside the old fort a natural spring of water is there.the royal collection is amazing.
7,Riasi_Fort_or_Zorawar_Fort,Avijitsen,5.0 of 5 bubbles,May 2016 • Family,Awesome lessons in History,"More commonly known as Zorawar Fort, while passing through we decided to stop and visit it. Quite glad that we did that as its museum houses and gives detailed information of the wars fought in the region. It also houses the Indian Army and hence off limits other than during Museum open times."
8,Riasi_Fort_or_Zorawar_Fort,lotusdiamond,4.0 of 5 bubbles,Jun 2016 • Family,Spectacular fort!!!,Also known as Zorawar fort located in the heart of the city. You can see spectacular view of river Indus from the fort. Well maintained. In case you have time you may plan to visit this fort. Road approaching this place is also good.
9,Riasi_Fort_or_Zorawar_Fort,Ajay R,4.0 of 5 bubbles,May 2016 • Family,A historical place in the middle of Leh,Its a historic place and a fort adds to the variety of Leh. One must not loose the opportunity to go to this place
0,Riasi_Fort_or_Zorawar_Fort,Begaraaj S M,4.0 of 5 bubbles,Apr 2016 • Solo,Fabulous Fort !!!,"I went to Leh on 24th April 2016 and stayed in Yangphen guest house, next day I stayed in Sangto green guest house, every day when I went for sightseeing, just after starting from the guesthouse I saw this fort, its located in the heart of the city, there is a museum inside the fort and its worth visiting.The name mentioned in the fort was Zorawar fort and the opening hours are from 10.00am to 1.00pm and from 4.00pm to 7.00pm, Happy travelling...Enjoy !!!"
1,Riasi_Fort_or_Zorawar_Fort,PreetKSingh,4.0 of 5 bubbles,Jul 2015 • Friends,spectacular view from the fort,yes... what a spectacular view of indus river form this fort.. one of the ancient forts in leh and wonderfully maintaine dby the authorities... the road to this fort is also very good so it was easily approchable...
2,Riasi_Fort_or_Zorawar_Fort,Sundeepgupta,5.0 of 5 bubbles,Nov 2015 • Family,Historical place,the fort is witness of many historical events since the culture is old and royal this place reflect the same.
3,Riasi_Fort_or_Zorawar_Fort,AkashRoonwal,4.0 of 5 bubbles,Aug 2015 • Friends,Riasi Fort!,"Nestled above the historical Leh Palace and Namgyal Tsemo Gompa, the Riasi Fort is a ruined yet prominent monument of the town. Alternatively known as General Zorawar’s Fort, it is the place where Jammu's Dogra rulers kept a large portion of their wealth. The fort was owned and named after General Zorawar Singh – a brave warrior who defended Ladakh against Chinese invasion. In present times, the fort houses a rich and impressive collection of stamps, coins and royal treasures. Within the premises, visitors can see an old mosque and a temple dedicated to two Hindu goddesses, namely Goddess Kali and Goddess Durga. A natural spring of water is also present inside this old fort's complex."
4,Riasi_Fort_or_Zorawar_Fort,SurenKaushik,4.0 of 5 bubbles,Jun 2015 • Couples,Historical monument -worth a visit,Zorawar fort also known as Riasi fort built in the 19th century by the Dogra warrior Zorawar Singh. An interesting museum is located inside the fort premises. One can see the personal armory and costumes of Gen. Zorawar. Zorawar Singh's role is very important in the history of Ladakh. His battles with the Chinese wherein he succeeded in driving them out of Ladakh is chronicled by many historians . He was a trusted General of Maharajah Ranjit Singh and led an expedition to prevent the Chinese and Tibetan armies from annexing Ladakh. We were told that there is a sound and light show but no one could guide us about the timings. The fort today houses some Army offices and quarters. I wish the Army and the Government of India gives this place the due importance of a heritage site.
5,Riasi_Fort_or_Zorawar_Fort,Lovers for love,5.0 of 5 bubbles,Jun 2015 • Friends,nice place,Riasi fort is nice place to go and see it warth to go there .and been there in June and it was Gert expirianions  .
6,Riasi_Fort_or_Zorawar_Fort,KPranesh,5.0 of 5 bubbles,Aug 2014,Fort in the mountains,This fort is located in the heart of the city! It is well structured and shows the architecture of old golden days!  
