,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,Magnetic_Hill,Deepak_01,3.0 of 5 bubbles,Jun 2022,Not worth the hype.,Nothing great here except a small stretch of the road which is supposed to defy gravity and makes vehicles move on even while stationary.But looks like more of an illusion.
1,Magnetic_Hill,V B,1.0 of 5 bubbles,Jun 2022 • Friends,Great stupa full of stray dogs,Beautiful place but surrounded by filth and stray dogs. It is a beautiful peaceful place with stray mangy dogs all over. Feel very sorry for these poor animals
2,Magnetic_Hill,Narasimman VC,5.0 of 5 bubbles,May 2022,Beautiful way to enjoy a reverse ride !,"When we went there, the driver shown us the real power of the magnetic hill. He put the vehicle in nuetral and the facing down..our vehicle started moving upwards in reverse. Really stunned to see the natures power..!! Wow...!"
3,Magnetic_Hill,JayuVasu,4.0 of 5 bubbles,Apr 2022,Too much hyped place,Hire a bike and go on a ride.  This is some experience which one should not miss. The roads are great. Dont forget to take your camera to take some awesome photos
4,Magnetic_Hill,Rahulrajsingh,3.0 of 5 bubbles,Aug 2021,overly rated,"I feel its just optical illusion... dont think any such phenomenon as no/less gravity, however drive to magnetic hill is enjoyable"
5,Magnetic_Hill,Adarsh Venkatesh,3.0 of 5 bubbles,Aug 2021,Overcrowded,"Too many people acting crazy with no respect for other people around. Moreover, since this place is on a busy highway, it's very difficult to stop the vehicle and experience the magnetic effect."
6,Magnetic_Hill,saurabh2591,5.0 of 5 bubbles,Sep 2021,wow simply wow,for all those who feel that they are magnetic.. nature can be magnetic too.. this place is just wow.. remembering my bike ride.. and that amazing weather
7,Magnetic_Hill,tejasparekh3,4.0 of 5 bubbles,Sep 2021,unique phenomenon,one can feel as if car is moving against gravity. however on close scrutiny this is an optical illusion between the main road and surrounding plain. do go there. there is ATV rides also available
8,Magnetic_Hill,Rajnish,1.0 of 5 bubbles,Aug 2021,This is Fraud.,Even the locals have declared it a scam!! Or may be just may be its too meta for commoners to get the magic. 
9,Magnetic_Hill,R.SHUNMUGHAM PILLAI,3.0 of 5 bubbles,Aug 2021 • Friends,MIRACLE MAGNETIC HILL ON KARGIL LEH HIGHWAY,"Miracle place . Situated in Kargil LEH  Highway. Sports activities available in the hills ( Scooter activities). There are The white lines on the road. If a Car or Two wheeler is parked on the line in Neural gear with "" ENGINE OFF"" Mode the vehicle will be pulled back for 45 seconds.Wonder.. Don't Miss this place. Many vehicles passing this place with speed without k owing this Miracle experience."
0,Magnetic_Hill,Rahul D,2.0 of 5 bubbles,Aug 2021 • Couples,Overrated place,"Overrated place. Atv drive is the only excitement. No magnetism or reverse gravity, it’s only terrain which pushes car back…"
1,Magnetic_Hill,Sachet Gupta,3.0 of 5 bubbles,Jul 2021,"Good, but very crowded.","This spot is situated on Leh - Srinagar highway and is about half-an-hour drive from Leh. The road is very good and picturesque. After reaching there you will see:1) A yellow board with Magnetic Hill written on it.2) A straight road with mountains on both side3) A cafe serving some tea, coffee, Maggi and snacks4) ATV ridesAlso note that if you are visiting this place during the mid day, you will find a lot of tourists photo - bombing your photo sessions."
2,Magnetic_Hill,Saurabh,4.0 of 5 bubbles,Jul 2021,Magnetic Hill,"As famous for magnetic properties, also has a point for ATV driving in Leh and take some quick pictures on the road of Magnetic Hill. Must in the itinerary of Ladakh travel. "
3,Magnetic_Hill,Kushal Patel,2.0 of 5 bubbles,Jan 2021,Visit on the way to Sindhu-Zanskar confluence.,"It was a great comedy when I arrived here. As soon as I got out of car, I saw road  going downwards and so but obviously, as per Sir Isaac Newton, car would start moving down. Haha. Was beating my chest, why this is a tourist attraction at all?But views are nice. Especially mountain standing like a wall with black-greyish color looks awesome."
4,Magnetic_Hill,Achonkar,2.0 of 5 bubbles,Apr 2021,Not worth visiting,I assume there must have been some sort of magnetic force earlier that caused the much talked about phenomenon but currently it isnt there. The car just rolled on like it would on a regular road. 
5,Magnetic_Hill,Shyam Prasad,3.0 of 5 bubbles,Apr 2021 • Friends,"Go there for the views, not the hype ","This spot is part of a circuit tour around Ladakh, and is great photo-op! Especially with the clear blue skies.The phenomenon per se wasn’t striking as the newly laid road makes it obvious that the road gently slopes down. "
6,Magnetic_Hill,Kusum Goyal,5.0 of 5 bubbles,Apr 2019,Unbelievable,Our car was automatically moving against the gravity which was a unique experience for all of our friends
7,Magnetic_Hill,Karishma Tanna,3.0 of 5 bubbles,Jun 2019,Not much to do here teh magnetic field has already waivered away,Was very disappointed to go here because I had heard so much about it but now the magnetic properties of the hill have faded. Although just ahead of this hill there is a gurudwara with a langar where you will get the tastiest food and seera. Just Yum!!
8,Magnetic_Hill,Shipra Sahu,3.0 of 5 bubbles,Sep 2019,Scenic Spot,the is beautiful to look at with endless possibilities on both sides..mesmerising it was..click pics and enjoy the natures magic.
9,Magnetic_Hill,sandeep k,5.0 of 5 bubbles,Apr 2019 • Friends,Attraction of magnetic,This hill is know as magnetic hill its very good hiil we sorrounded with magne to looking hill they attractive many visitors
0,Magnetic_Hill,Nisha singh,5.0 of 5 bubbles,Jul 2019 • Family,Magical ,Without gear your car is moving like someone is driving. When you inside the car and gear is in neutral that's time feeling so excited. 
1,Magnetic_Hill,setty2015,5.0 of 5 bubbles,Sep 2019,Mystery of Nature,"After crossing Tiger hill, our Innova Car sppeed got reduced . Driver had applied full throttle , but vehicle was not picking up speed. Then he explained that all vehicles will loose speed once you reach this road. It was amazing experience"
2,Magnetic_Hill,viveks3,5.0 of 5 bubbles,Jun 2019 • Family,Must visit,"It’s in the outskirts of Leh. Your driver will definitely take you there and you will be seeing a surprising phenomenon first time in your life which you will capture in still and movie. The name is self explanatory, proven when your car will move uphill with the engine switched off. This will not happen to you though!"
3,Magnetic_Hill,JJMcG,2.0 of 5 bubbles,Oct 2019,Stop if passing else...,This is over hyped and with a similar spot near were I grew up I was underwhelmed.  If you are short of time then you don’t stop as you won’t miss much.  My expectations were clearly not managed here and I wish I had read reviews instead of listening to others.
4,Magnetic_Hill,Meena,3.0 of 5 bubbles,Sep 2019 • Family,disappointed ,"We went there with very high expectations !As the name suggests, we were thinking that there would be something to wonder! The information we had gave us imagination that the car will go uphill in opposite direction of the slope. But to our disappointment nothing so happened 😟"
5,Magnetic_Hill,arvind1000,4.0 of 5 bubbles,Oct 2019 • Couples,Worth stopping for shortwhile if anyway in the vicinity but not a stand-alone attraction ,"Magnetic Hill is a ""Cyclops hill"" located near Leh in Ladakh, slightly beyond Pathak Sahib Gurudwara but before Nimu. The layout of the area and surrounding slopes create the appearance of a hill. The hill road is actually a downhill road. Objects and cars on the hill road may appear to roll uphill in defiance of gravity when they are, in fact, rolling downhill."
6,Magnetic_Hill,AnujaMangle,4.0 of 5 bubbles,Sep 2019 • Couples,Optical illusion experience,"Well this is one of the unusual sight I have ever noticed. The reason behind such a name is its property to take a static car up the hill. It is also said the aircraft travelling on top also increases its altitude when passing from this point. Initially we felt it is some kind of magic, however after talking to few locals we figured that it is due to its optical illusion which makes the car looks going upwards."
7,Magnetic_Hill,jatinlodaya,3.0 of 5 bubbles,Aug 2019,a visit in your maiden trip only,"having been to Leh thrice now, i did not feel too excited about this place. it has become too crowded due to extreme commercialisation planned."
8,Magnetic_Hill,Sudhir K,3.0 of 5 bubbles,Aug 2019,Lost effect of Magnetism,What the reviews mention and exactly what you see is different. But as the time progressed the magnetic effect has been lost.
9,Magnetic_Hill,somam,1.0 of 5 bubbles,Jun 2019 • Family,Over rated ,This phenomenon  of driving  uphill is a myth. Didnt happen with our vehicle.  One will pass by this place on the way to Leh from Kargil. Its dusty and crowded. 
0,Magnetic_Hill,202hitenderg,1.0 of 5 bubbles,Sep 2019 • Family,Vacation,"This place is a scam, please avoid.The so-called magnetic hill is nothing but a slope downhill.The driver is asked to set his vehicle in neutral gear and the vehicle starts moving down the hill on its own.Which the vehicle would have done in any other slope that's downhill."
1,Magnetic_Hill,Vivekhanand,5.0 of 5 bubbles,Aug 2019 • Friends,Casual Visit ,We visited this place to experience the magnetic pull. The road was newly laid due to which the box which was drawn on road was not visible but our driver showed us the pull. 
2,Magnetic_Hill,Shweta S,5.0 of 5 bubbles,Jun 2019 • Family,Magical !!,"This place is magic. At one point marked on the road, turn off the engine of your vehicle and it will move ahead automatically. It's hard to believe but it's true. We experienced it in our xylo. "
3,Magnetic_Hill,Sam J,4.0 of 5 bubbles,Jul 2019,Yes!! It actually is magnetic,"Although the visible effect of the hill has mallowed down due to road construction which has changed the slope of the road, you can still see the movement of your standing vehicle. Even if you cannot see the effect , the location is pretty good for some photographs on the road"
4,Magnetic_Hill,Prasanta D,3.0 of 5 bubbles,Aug 2019,Fun on the highway,The amazing experience of travelling towards the hill if the car is left on neutral gear near this hill on the highway.
5,Magnetic_Hill,dillipolice,2.0 of 5 bubbles,Aug 2019 • Family,Didn't feel the said effect,"Surrounding view is amazing, journey is mesmerising but magnetic hill is too much talk and less action"
6,Magnetic_Hill,C L,3.0 of 5 bubbles,Aug 2019,Some people thought it was cool,We stopped.  Checked it out.  Seems like gravity worked here as it does everywhere else.  Careful of passing traffic.  The road isn't too wide.  
7,Magnetic_Hill,Rakesh s,5.0 of 5 bubbles,Aug 2019 • Family,Hill,Very beautiful hill to visit with friends. The place is very nice for bike ride with friends. Have a great time here 
8,Magnetic_Hill,kiransfootprints,3.0 of 5 bubbles,Aug 2019,More hype than reality,Our driver stopped the car at a point and switched off the engine. The road seemed to be climbing but the car effortlessly rolled upward over a short distance.Not sure if this is a rare phenomenon or an illusion.
9,Magnetic_Hill,sidds16781,3.0 of 5 bubbles,Aug 2019,There is nothing magnetic about it.,"Our local drivers told us that this road had been widened and repaired. So the mystical magnetic hill is not magnetic anymore. Actually it never was. It was just the landscape and surroundings which made it appear the vehicle to be moving uphill, when in fact it was never so"
0,Magnetic_Hill,Sarthak B,4.0 of 5 bubbles,Jul 2019 • Couples,Magnetic Hill,"You do experiecne the pull for those few metres of land. Good place to visit to expericen the phenomenon. Otherwise there is option to do quad biking, however it was very hot and no one was interestede in the same"
1,Magnetic_Hill,Rohit Nayak,5.0 of 5 bubbles,Aug 2018 • Friends,Enjoy Magnetic experience,"On your way to LEH, its a place on main highway, this place matches with the name given to it, enjoy Magnetic experience, you can standstill you vehicle and experience it by yourself"
2,Magnetic_Hill,Shuddho G,4.0 of 5 bubbles,May 2019 • Family,Visit of a different kind,Not really magnetic but yes an experience worth remembering.It has got to more with gravitational force and optical illusion.
3,Magnetic_Hill,Rahul Jain,2.0 of 5 bubbles,Jul 2019 • Couples,Nothing Fascinating Found. ,Over rated Place. Usually people say it is a must Visit place. But the excitement was all brought down when our Driver revealed the Truth that it is Just promoted for Commercial Purpose & there is nothing like Magnetic Field. Anyhow we visited & found nothing. 
4,Magnetic_Hill,Neharika G,4.0 of 5 bubbles,Jul 2019 • Couples,An amazing experience,It was really an amazing experience. Our driver put the car in neutral and it started moving backward automatically. It is a must visit spot in leh
5,Magnetic_Hill,Sudhakar J,2.0 of 5 bubbles,Jul 2019 • Couples,Non Scientific projection of a phenomenon,"Wrongly named as Magnetic Hill, the place is simply having a slope on the road which appears downwards but vehicles move upwords. This must be because of the levels on global scale are actually opposite than what appears."
6,Magnetic_Hill,Amit G,2.0 of 5 bubbles,Jul 2019 • Family,"stop by if going further into sham valley, not worth a trip by itself","this is just a spot on the highway to zanskar/indus confluence. the view perspective from one side makes it look like car rolls up a slight gradient. but cross the road over to the other side, and you'll see that it's actually rolling downhill. not a major attraction - but can stop by if passing. avoid the quad bike ride though. its exorbitantly priced at 1200 bucks for one loop of their circuit, which I timed my kids at 2 mins 20 seconds. there is no price brochure, and no receipt. avoid. "
7,Magnetic_Hill,Jasraj pardeshi,2.0 of 5 bubbles,Jun 2019 • Solo,Nothing much to see,Just wait click photos and proceed. As the title says its nothing interesting there. There you can enjoy ADV ride and Buggy Ride.
8,Magnetic_Hill,vipin k,5.0 of 5 bubbles,Jun 2019 • Family,Anti Gravity Phenomenon,Magnetic hill is a road where you can see  that a stationary vehicle automatically moves in a Anti Gravity direction..it surprises as a strange phenomenon.. must visit 
9,Magnetic_Hill,Sudhir Kalra,3.0 of 5 bubbles,Jun 2019 • Family,Summer Break 2019,We visited the magnetic hill after hearing a lot about it and had very high expectations as well.Unfortunately my personal experience does not confirm to whatever has been mentioned about it and cannot confirm the same whether or not there is a pull against the gravity.Seems more like optical illusion and that too only few people get.
0,Magnetic_Hill,Inspector Ab,5.0 of 5 bubbles,Jun 2019 • Friends,Its physics rule,Magnetic hill is shrinagar to leh road.its physics rule that whene car stop on slop its reverse on slop.
1,Magnetic_Hill,rads2k,2.0 of 5 bubbles,Jun 2019 • Business,Just a hyped place,There is honestly nothing in here and we just saw some vehicles parked and taking pictures. For teh sake of it you can also stand there to take a pic.
2,Magnetic_Hill,mindedifiers,4.0 of 5 bubbles,Jun 2019 • Couples,Just a Stech on the road,It is just a stretch on the road from Leh to Srinagar where a magnetic hill attach your vehicle if put in neutral gear.One can take a ATV ride to the hill and area around it. A small cafe for small eats is there.
3,Magnetic_Hill,erjoyghosh,3.0 of 5 bubbles,Jun 2019 • Family,Nothing like Magnetic,"Nothing like Magnetic , I don't understand how a highway can be magnetic. Just a good place to take pictures on highway. Nothing more..."
4,Magnetic_Hill,781ankurd,1.0 of 5 bubbles,Jun 2019 • Family,Fake phenomina,"The charm to this place is over. There used to be a time when every one used to visit this place, but not any more."
5,Magnetic_Hill,Rabisankar D,5.0 of 5 bubbles,May 2019 • Couples,The mysterious hill!,"I was there last may on the way to the Sangam(confluence of Indus and Zaskar), earlier heard and read  a lot about this place so I decided to check the reality and so asked my driver to switch off the car and to place the gear in neutral position and I started to take a video record of the whole thing. Lo...the car started moving uphill(a slight upward slope of the road) and I was taken aback. Don't know whether there is any magnetic pull of the hills around or it was an optical illusion, but the experience was memorable. The local tour operators of Leh includes this place in Sham valley tour."
6,Magnetic_Hill,Teebaron,2.0 of 5 bubbles,Jun 2019 • Family,Not necessary,"Don`t book as a Special. If you go to Nubra Valley you will cross anyway. The Hill is not magnetic, only the road goes down."
7,Magnetic_Hill,Traveller Mehedi,4.0 of 5 bubbles,Sep 2018,Amazing and mysterious place indeed !,Magnetic Hill is a mysterious place at Leh-Srinagar Highway. There is a mark on the road where the vehicle run towards uphill without engine power. There are some theories behind this mystery. Some explained hills around this area have magnetic interference that's why vehicles run automatically. Another theory is about the optical illusion that means actually vehicles run towards downhill but we see uphill. Isn't it amazing? But local people believe that once there was a gateway to haven. It was a great experience. It is a popular tourist spot in Ladakh. Now ATV ride is available here and there is a cafe for tourist.    
8,Magnetic_Hill,Bondy Lahori,5.0 of 5 bubbles,Jun 2019 • Couples,mr bondy,its a natural wonder.there is a marked box..one can go and park their vehicle in the box.and put vehicle in  netural.the vehicle starts moving with magnetic power.i worth visit
9,Magnetic_Hill,SUHEL,3.0 of 5 bubbles,Jun 2019 • Family,Nothing much to explore,Govt should develop something to experience magnetic field there.you literally find nothing to witness magnetic field.only scooter rides are available to drove 2 km radius.
0,Magnetic_Hill,Anuja_Kothari,5.0 of 5 bubbles,May 2019 • Family,10 stars!!!!,Must visit! Its is just unbelievable experience. Our car was in neutral and it started moving in reverse direction - inspite of an upward slope. Experience it to believe it!!!  
1,Magnetic_Hill,ArindamC_Kolkata,3.0 of 5 bubbles,May 2019 • Family,Short visit on the way to Sham valley tour,Magnetic Hill is on LEh Srinagar Highway and is very close to Leh. The place is more of a tourist attraction due to the apparent defiance of gravity demonstrated by car drivers. The car moved against the force of gravity for very small duration / distance. 
2,Magnetic_Hill,Anuradha,3.0 of 5 bubbles,May 2019,Illusion ,Visited over hyped site named ‘Magnetic Hill’ there is no rocket science behind the movement of vehicles defying gravity ! I think it’s illusion. It goes actually downhill that’s why vehicles move ! 
3,Magnetic_Hill,mnrkrishnan,2.0 of 5 bubbles,May 2019 • Family,Nothing to wonder,"If we leave our vehicle on any road with Neutral gear and without any Hand brea), it is natural that the vehicle would move  if the road is sloppy,i.e., from high elevation towards low elevation.  I didn't find any wonder or magnet working.  It is simply to attract the people, some one has erected a board stating Magnet (Zero gravity etc), This is nothing but foolish."
4,Magnetic_Hill,ranjanasharma,5.0 of 5 bubbles,May 2019 • Friends,Wonderful n amazing experience,Yes it's magnetic hill and attract vehicle. Our Driver shown it. Amazing to watch it live. We had a great fun
5,Magnetic_Hill,hsbubber,4.0 of 5 bubbles,May 2019 • Family,Doubt,"Wonder about the level & inclination of the road. I guess its there, so I guess its true. See it for yourself and decide"
6,Magnetic_Hill,mohit406,2.0 of 5 bubbles,May 2019 • Friends,Just an illusion ,"Well nothing great about it , but since there are alot of stops and this is on the way you can see it."
7,Magnetic_Hill,knoesenm,3.0 of 5 bubbles,May 2019 • Friends,Consider it fun rather that science,"This hill is not magnetic at all nor are the mountains. It is merely an optical illusion. For the best view of this effect, let the driver park in the marked box and walk about 20 meters towards the mountain. Stand on the opposite side of the road. "
8,Magnetic_Hill,Aanyaigoo,1.0 of 5 bubbles,May 2019 • Couples,Waste of time,Fortunately we did not halt for more than 5 minutes here. The explanation for the magnetic effect is an obvious illusion. Even our driver was not convinced about its authenticity and wryly told us about his views. 
9,Magnetic_Hill,Ravee,4.0 of 5 bubbles,May 2019 • Friends,Magnetic Hill Just for Fun to be there,"we did not feel any magnetic movement in our cabs, Tempo Traveller, but the view to take pictures is breath taking . its on highway just park your cab side and enjoy the weather with beauty"
0,Magnetic_Hill,Sapnasachin,2.0 of 5 bubbles,May 2019 • Couples,Gravity wonder ,"Magnetic hill is basically only a parking spot where you can park your car in neutral and see it move and defeating gravity. There is a small restaurant where you can get ATV bike to ride on the sand (bit pricy) The place though offers nice location for photography however as most of the tourist spots in Leh, lacks basic washroom facility.  "
1,Magnetic_Hill,Drkp,3.0 of 5 bubbles,Apr 2019 • Friends,Flop,"Very unimpressive place , only place in Ladakh I just was let down . Too hyped but no substance . We did not feel any magnetic movement in our cars , but just fun to be there"
2,Magnetic_Hill,Dhyan Chand,5.0 of 5 bubbles,Apr 2019 • Friends,Automatic move ,"Magnetic Hill is a Cyclops hill located 25 km far From (leh-kargil-srinagar highway NH 1) Leh in Ladakh, India. Magnetic hill where gravity takes a backseat and park your vechile at a certain point on the Magnetic Road, a few meters away from magnetic Hill, stands a yellow box where you must park your car in neutral gear. Gradually, you will notice your vechile moving forward."
3,Magnetic_Hill,rjpriyanka,4.0 of 5 bubbles,Apr 2018 • Friends,Wonder,This place is a natural wonder where nature defy the gravity. The megnetic property of this hill pull vehicles against the slope.
4,Magnetic_Hill,Umang A,4.0 of 5 bubbles,May 2018 • Friends,Miracle...,"This is one of the natural wonder where due to the magnetic property of this hill, things defy gravity and roll in opposite directions."
5,Magnetic_Hill,sugees,5.0 of 5 bubbles,Mar 2019 • Couples,"""Curiosity and testing of Einstein theory""","This place is where you really want to check your physics knowledge and theory. In fact, the vehicles really get pulled away against the gravity as the name suggests, Magetic hill. It was nice experience to see the action. We did the checking by sitting inside the vehicle and again asked our driver to do the process and observed from roadside. The magnetic hill point is located in Leh-Srinagar highways and the lanscape is beautiful. "
6,Magnetic_Hill,Sightsee737349,5.0 of 5 bubbles,Sep 2018 • Friends,Mountain with magnetic properties ,It’s believed here that the mountain near Magnetic hill has magnetic properties which causes the vehicles which are generally made of iron to get attracted to it. Two planes which crashed on this hill are a testimony to this fact 
7,Magnetic_Hill,Sayantani Chatterjee,4.0 of 5 bubbles,Jul 2018 • Friends,An interesting experience!,It was a very amazing experience. We put our car in neutral and allowed it to slide. It was sliding towards uphill inclination against the gravitational force for a short distance.
8,Magnetic_Hill,ImVishu,3.0 of 5 bubbles,Jul 2018 • Family,hipe created but good for photgraphy,i did not experienced anything related to magnetic hell but yes good place for clicking photos and its very near to the gurudwara pathar sahib so worth visit the views there are just ineradicable must visit place...
9,Magnetic_Hill,Dushyant M,5.0 of 5 bubbles,Feb 2019 • Friends,Magnetic hill,Leh ladakh is most beautiful place in India magnetic hill are very good and beautiful hill.car are without drive r back .
0,Magnetic_Hill,Akshat,3.0 of 5 bubbles,Jun 2018 • Family,Still unable to understand,The place is en route to Leh. But one thing I am still unsure of is that it does it have a pulling or not. Cause some were claiming that the car was being pulled back and some were considering it due to a slope.
1,Magnetic_Hill,SAM_SMARAT,5.0 of 5 bubbles,Jul 2018 • Friends,Amazing place,Magnetic hill is one of the great place in leh. It’s 30 Km Far To Leh City. Magnetic hill's second name is Gravity Point. I visited Magnetic hill with my brothers in month of july. We Feel Car Moving Automatically.  Magnetic hill is located on the way of kargil. it's very amazing place. must visit this place if you are in leh.
2,Magnetic_Hill,mahesh2001,3.0 of 5 bubbles,Jun 2018 • Friends,magnetic hill,"not so great, much hyped place, nothing much to see its illusion at the best, plase go far and see yourself to realise it"
3,Magnetic_Hill,Jaishri D,5.0 of 5 bubbles,Jun 2018 • Friends,Magnetic Hill,It was simply amazing to see my Hired Car Moving on its Own with the Car driver Standing outside and watchingThis Whole Miracle
4,Magnetic_Hill,Eber Shibin,5.0 of 5 bubbles,Aug 2018 • Solo,The Phenomenal Phenomenon,"As the name suggests, there is a spot where you park your vehicle and see it going uphill when you've put it in neutral on an incline. It is definitely jaw dropping and now the popularity of this place is so much that despite not much else to look around, it still makes for quite an experience. "
5,Magnetic_Hill,Umang A,4.0 of 5 bubbles,Aug 2018 • Friends,Ajuba,This is nature's miracle where things move opposite to gravitational force. This is scientifically proven and even planes are not allowed to fly above this hill.
6,Magnetic_Hill,Samarth T,5.0 of 5 bubbles,Jul 2018 • Family,Gravity hill in Ladakh,One of The Famous Gravity Point in LEH LADAKH That Name is Magnetic Hill. I Visited Magnetic Hill With My Two Brothers In Month Of July. It’s Small portion of Road Located On The Way Of Kargil. It’s 30 Km Far To Leh City. We Feel Car And Bike are Moving Automatically. It’s Amazing Place In Ladakh. Thank you 😊😊
7,Magnetic_Hill,harish panwar,5.0 of 5 bubbles,Jun 2018,The mystery of the Magnetic Hill,"Sitting pretty at an altitude of 14,000 feet, Magnetic Hill is located on the Leh-Kargil-Baltic National Highway in the Trans-Himalayan region. Sindhu river flows to the east of Magnetic Hill and makes the surrounding a picture perfect frame."
8,Magnetic_Hill,Moeinuk,5.0 of 5 bubbles,Aug 2018,Earth's Natural Wonder.,"Some idiot last year, drove up his Mahindra Thar, along with his girl friend on the magnetic hill up to an incline of 45 degrees. Unfortunately, his show-off failed as the car turned turtle and rolled down 50-60 feet. They were rushed to Jammu on a military chooper, but died before reaching the hospital. Eversince they have stopped allowing cars and bikes to drive on the magnetic hill. They have began a RTV service in the spot so you can have some off-roading fun. "
9,Magnetic_Hill,Vaibhav_Tailor,3.0 of 5 bubbles,Jul 2018 • Family,so...called magic,"It is believed that if you park a heavy vehicle there then it will start moving automatically on the straight road because of optical illusion.. But in leh bike riding is famous trend so i ranted one bike and went on the tour of magnetic hill,phayang and some more place on leh kargil highway.it seams a good place but as we were on bikes we didn't find any magic there still worth visiting because of the spectacular views on leh kargil highway.i have uploaded some pictures of the magnetic hill as well as of the leh kargil highway.must visit for views for magic i can't say anything.."
