,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,Zanskar_the_Virgin_Valley,ZAGREUS Z,5.0 of 5 bubbles,Nov 2018 • Solo,Zanskar snow in padum,"Magnificient PADUM DISTRICT, PIBITING VILLAGE OFOR ZANSKAR VALLEYthe village is just 2kms roado from Padum.schools colleges and monastaries are worth visiting Accommodation in Omasila hotell is far better than other hotels but prices are higher.Population is more alike bars and restaurants and hotels where touristic population growth made each year growso .OMASILA is currently bringing newly refurbished facilities and having making grand new accomodation_VISITED SEPTEMBER 2018 ""inter is the time for comfort, for good food and warmth, for the touch of a friendly hand and for a talk beside the fire: it is the time for home.""Edith Sitwell"
1,Zanskar_the_Virgin_Valley,Lovers_paradise,5.0 of 5 bubbles,Jun 2018 • Family,The secluded Zanskar,"Bound by the Zanskar Himalayan range, Padum is the main district of the Zanskar valley. Padum is approachable from Leh via Kargil using an untarred road that leads you through the secluded districts of Sankhoo, Panikher, Parkachik  and Rangdum. The Nun and Kun peaks are clearly visible from this route as also the Drang Drung glacier which lies just after the Penzi La mountain-pass. Padum is virgin, untouched and amazing......an extremely blissful hideout in the Ladakh. "
2,Zanskar_the_Virgin_Valley,royjay2018,5.0 of 5 bubbles,Jun 2018 • Couples,Remotely located Zanskar,"Zanskar is remotely located and not accessible to the normal tourist. The road to Zanskar from Leh cuts through Kargil when one needs to halt overnight. The road from Kargil to Padum in the Zanskar valley is treacherous but holds you spellbound with the scenic beauty. En route one crosses Rangdum and the Penzi La high altitude mountain-pass. Padum in the Zanskar valley is the final halt and the place gives ample peace of mind and a wonderful view of the Zanskar range of the Indian Himalayas. Hotels are few in the Zanskar as the place is still not preferred by Indian tourists owing to its remote location. As they say, either the best of friends or the worst of enemies visit Zanskar, such is the remoteness of its location."
3,Zanskar_the_Virgin_Valley,lilsherpa,5.0 of 5 bubbles,Jun 2018 • Friends,Always worth the trek,I am very saddened to see the road progressing to Phuktal.  This is going to change the trekking industry and greatly influence the rich culture of this region.
4,Zanskar_the_Virgin_Valley,Anand G,4.0 of 5 bubbles,Jun 2018 • Couples,Refreshing,The river has a soul of its own and the drive along side the river and walk around during breaks was quite refreshing during the grueling trip to Ladakh region where we had to cover too many things in 7-8 days. The beauty of the mountain peaks around and the silence make it a great feel.
5,Zanskar_the_Virgin_Valley,Black Sheep Motto Adventures,5.0 of 5 bubbles,Jul 2017,The virgin valley,"Zanskar ia the subdistrict or tesh of the kargil district, which lies in the eastern half of the indian state of J.K. "
6,Zanskar_the_Virgin_Valley,DKF4949,5.0 of 5 bubbles,Feb 2018 • Friends,Insanely Beautiful,"We walked the Chadar and then in the middle of nowhere took a vehicle on the new road (scary road) in ice and snow to the Zanskar valley for family-hosting. An amazing place. Stark mountain beauty at its finest. We were hosted by one of our guides for lunch. We toured the monastery and Padum. We had local dancers entertain us outside in the sub zero temps. This is a winter fairyland that I am glad our tour company, Adventure Sindbad made part of the travel plan. We were here two nights before heading back to the Chadar to finish. "
7,Zanskar_the_Virgin_Valley,safiyasayyed,4.0 of 5 bubbles,Aug 2017 • Friends,Beautiful Seneori,Its very beautiful place to visit with friends and family. Its a long river side drive to reach here. Zanskar river always encourage to drive and god fill fresh make mode awesome.
8,Zanskar_the_Virgin_Valley,Angelina M,4.0 of 5 bubbles,Jun 2017 • Solo,Zanaskar!,"Zanaskar, Very nice. i like it from all the prespectives. Must visit in leh. However, grab a lonely planet guide book or google the complete information before planning a trip to leh."
9,Zanskar_the_Virgin_Valley,Abhay Mehta,4.0 of 5 bubbles,Jun 2017,Long river side drive,Its a long river side drive to reach here. The confluence of Indus and Zanskar river on the way is adding flavour to the drive. Nice location for photography
0,Zanskar_the_Virgin_Valley,Manami B,3.0 of 5 bubbles,Jun 2017 • Family,Nice Views,"Nice area, very nice views of cliffs and housing.  Would not spend too much time here, but a good point to stop and stretch legs. "
1,Zanskar_the_Virgin_Valley,Nevin MATHEw,4.0 of 5 bubbles,Sep 2016,Remotest valley In Himalayan range,The Pic is Of Phutgal Monastery that can only be reached in 2 days by trekking from Darcha. It lies in the lapse of zanskar range with a days trek from Padum
2,Zanskar_the_Virgin_Valley,NithinKrish,5.0 of 5 bubbles,Jan 2017 • Friends,Chadar - a treacherous trail.....,"The most challenging and treacherous trail I have experienced in the recent past, Chadar really tests you to the fullest. Chose this trek wisely since the season you do this trek (winter) is the harshest at the time in entire Ladakh region. But if chosen to trek this beautiful valley through Zanskar then you have almost made to one of the best treks of your life. Winter in Ladakh region is harsh and the sub zero temperatures can reach as low as -30 to -35 making it difficult for your body to cope. Be prepared to face the extreme cold with adequate warm clothes and carry essential medicines to combat any discomfort during the trek. Daily trek of 10-15 kms with your backpack or rucksacks can be tiring so pack only essentials. Get yourself acquainted to sleep in sleeping bags.Chadar trek is mostly organized by well experienced trekking or mountaineering clubs and they should provide the details of do's and dont's well ahead of the trek. Have your trek planned with additional buffer days as the weather can get worse sometimes and the trek can be delayed or postponed or even in some cases can be cut short. There are frequent flights to Leh from Delhi and Srinagar and chances of these flights getting cancelled is a common affair during winter due to bad weather.Ladakhis are friendly and you can experience that in the trek crew or the porters who keep their spirits high to support you along the trek.Chadar trek has turned out to be one of the most memorable trek of my life and its one of the treks I recommend only for people who are fit and have a strong will to complete the trek.Your main enemy through out the trek is only the severe cold !!"
3,Zanskar_the_Virgin_Valley,LuxuryConnoisseur,5.0 of 5 bubbles,Jun 2016 • Business,Luxury Adventure and Expatiation of Mountain Himalaya,"Journey of Luxury Adventure to lost with Nature -Monk , Mountain, Monasteries, mighty Himalayan is ultimate experience of life . You may on Family vacation or may solo solitude  or Culture travel -One destination fulfill many travel taste."
4,Zanskar_the_Virgin_Valley,James Bischoff,5.0 of 5 bubbles,Sep 2016 • Solo,Spectacular,There are so many exciting and inspirational views but this whole area is not to be missed. It is wild and rugged but breathing taking.
5,Zanskar_the_Virgin_Valley,ramram28,5.0 of 5 bubbles,Jan 2016 • Solo,THANKS FOR THIS EXPERIENCE,"Best Spot in this World.Dont go there if you are on a short time holiday.You have to stay long, best time is the winter time, you have to walk over the frozen zanskar River, yes, do it once in your life, it is important to visit the last remote area in the wintertime, blue sky, the nature and your higher self."
6,Zanskar_the_Virgin_Valley,Arun R,5.0 of 5 bubbles,Sep 2016 • Couples,Colorful rocky hills,"I have never seen such colorful rocky hills as I did during the 120 KM drive to he Lomayuru Monastry from Leh. The colors vary form deep pink, to green to dark brown to clay like light muddy yellow.A feast for the eyes and photographers."
7,Zanskar_the_Virgin_Valley,InMobi,5.0 of 5 bubbles,Aug 2015 • Friends,Nature at its ridiculous best,"If your idea of travelling is just comfortable hotel stays and taxi tours, this place is probably not for you. This place is known for its mesmerising backdrops, untouched beauty, glaciers, enigmatic mountains and daunting trekking tours. The accommodation is seldom comfortable and you might not even get basic facilities like electricity and hot water for most of the day. You could start you journey to the Zanskar valley from Kargil and cross Panikhar, Parkhachik, Randum on the way to Padum. You will see a mixture of greenery, seas of sand, snowy mountain peaks and rocky hills on the way. Spare a day for an amazing trek up a glacier (Kangrez is beautiful). Visit this place if you love nature and aren't used to the 5 star comfort of luxury hotels. This place if for the adventurous and the tough."
8,Zanskar_the_Virgin_Valley,Yashvardhan V,5.0 of 5 bubbles,Aug 2015,A mesmerizing place!,"The Zanskar valley is a must visit on your trip to Leh. Due to its relatively low profile, there's less crowd here and is thus less spoilt by the civilization. A bike ride to the paths less taken really opens your heart and mind and fills it with wonder!"
9,Zanskar_the_Virgin_Valley,lotusdiamond,4.0 of 5 bubbles,Jun 2016 • Family,Zanskar Valley.,Zanskar valley is very popular for trekking and famous among foreigners for long treks. You need to trek from Sangam to Zanskar Valley. It is supposed to be beautiful valley with nature wonders. You will be surprised to see old heritage buildings of Gompas and monasteries. Not much of facilities are available at this place.
