Tourist Attraction,Name,Rating,Date and criteria,Title,Review,Compound Sentiment,Normalised Sentiment
Palolem_Beach-Canacona_South,Amyra Kumar,4.0 of 5 bubbles,Jan 2021,"On the beach, Huts, Shacks, restaurants- what else is needed","Paradise on earth. Great place and amazing shore. The only place that we found with beach side huts and amazing food.Must visit when it is less crowded.Nearby access is Butterfly island which you can go by renting a boat locally. You can also sight some dolphins if you start early. A lot of night party happens over the beach where you can just sit and relax and eat the barbeque fishes.I visited the place with my parents and all of us had great fun. I took lot of dip in the sea water as well as made sand castle all the time. We were on a sea side, sea facing hut which was simply awesome.Kids friendly: 4 StarPlace: 5 starFood: 4 starNight life: 4 starProximity to Beach: 5 Star",0.9874,5
Palolem_Beach-Canacona_South,sourav goel,5.0 of 5 bubbles,Oct 2021 • Couples,Couples trip,"Very nice beach and clean beach. You can take a boat ride from here to dolphin watch,butterfly beach and honeymoon beach.",0.6997,5
Palolem_Beach-Canacona_South,Wanderers_AP,5.0 of 5 bubbles,Sep 2021 • Friends,Best Beach in South Goa,"Palolem is the best beach of South Goa..Super clean and water is pretty clean as well compared to others. Dropadi restaurant is good, located right on the beach. Also Nireas Healthy Haven cafe is good which is closer to it.One can also explore Salaulim Dam in South Goa...sadly it's temporarily closed due to Covid. Hoping to cover it in next visit.",0.9756,5
Palolem_Beach-Canacona_South,Food and Travel Gallery,4.0 of 5 bubbles,Aug 2021,Clean Beach,"Clean beach. Amazing views, nice place to visit with family.The beach was less crowded on 30 Aug 2021, places to eat are there. Little water sports activities are there like kayaking.",0.8957,5
Palolem_Beach-Canacona_South,Liz12345,5.0 of 5 bubbles,Aug 2021,Beautiful,"Loved palolem beach, very nice, wide and clean. Great for a swim or just chill and watch the amazing sunset",0.9558,5
Palolem_Beach-Canacona_South,wandermay08,5.0 of 5 bubbles,Dec 2020,Superb Sea Kayaking experience,This beach offered an amazing experience. Visited during night for long and peaceful walk. Next day visited the beach at 7 AM for Sea Kayaking. Initial instructions were provided by the Kayak owner. Digital payment options were available . He also provided a water proof bag to keep our belongings during the kayak session. The sea was serene. I have done kayaking in the river but this was my first sea kayaking experience. Saw jelly fish. Later had breakfast at one of the shacks and enjoyed the sea view as more visitors came for kayaking. Visited the beach during afternoon for lunch and it was nice as well.,0.946,5
Palolem_Beach-Canacona_South,Nell1232,4.0 of 5 bubbles,Jul 2021,Nice beach,"Beautiful and big beach. in the peak season it can be very crowded, but perfect on sunny days in the off season",0.9117,5
Palolem_Beach-Canacona_South,anand887,5.0 of 5 bubbles,Jul 2021 • Friends,Must Visit Beach Lovers,Beautiful Beach and Clean tooi  I really recommend for beach lovers as the place is so clean and really you can have good time... No words for this beach ...!!!!#Goa #India #Mast,0.9593,5
Palolem_Beach-Canacona_South,lotusdiamond,4.0 of 5 bubbles,Dec 2020,Good for Sun rise & sun set!!,"Not like other famous beaches of Goa, this beach is situated away from them. Not much crowded. Though local shops selling beach wear , jewellery etc available. But you need to bargain hard. Many shacks selling sea food and drinks. Prices are somewhat reasonable. No loud music in the evening but perfect place to enjoy sun rise and sun sets.",0.8407,5
Palolem_Beach-Canacona_South,Dora Peris,5.0 of 5 bubbles,Mar 2021 • Family,Palolem beach is the best beach,"Palolem beach is very clean and safe for swimming. You can spend hours on the beach swimming, kayaking, boating, lazying",0.7316,5
Palolem_Beach-Canacona_South,Roysaviation,4.0 of 5 bubbles,Mar 2021,Beautiful Sea Beach,"It's my first visit to Palolem Beach in Goa in March 2021. Cool and less crowded, no gathering and loud music. Nice to seat on the beach for a long.",0.4902,4
Palolem_Beach-Canacona_South,smewar,4.0 of 5 bubbles,Mar 2021 • Family,Beautiful sunset,Beautiful sunset with kayak options. Some of the best shacks serving amazing food with great music. Early morning boating or kayaking can make you even spot dolphins.,0.9517,5
Palolem_Beach-Canacona_South,nikki1359,5.0 of 5 bubbles,Feb 2021,beautiful beach!,beautiful beach with lots of dining options but he stray dogs were a nuisance! any public beach is only as well kept as its patrons and the crowd in south goa was more considerate than our experience in the north... ,0.8652,5
Palolem_Beach-Canacona_South,Surbhi C,5.0 of 5 bubbles,Mar 2021 • Couples,Nice beach,"It's a nice clean beach with lots of water activities to choose from (Kayaking, Surfing, Boat Ride, etc). It's one of the popular beaches of South Goa but very well maintained. There are a lot of eating out options here. A great place for all kinds of travellers - couples, families, friends, etc. ",0.9555,5
Palolem_Beach-Canacona_South,Abhinandan,5.0 of 5 bubbles,Jan 2021,Excellent place to chill,Has an excellent view on all sides of the beach and isn't very crowded. Sunrise and sunset can both be experienced here.,0.5719,5
Palolem_Beach-Canacona_South,Rohit_7278,4.0 of 5 bubbles,Jan 2021,South Goa beach,"This beach is one of the beautiful beach i ever saw in Goa. I visit goa almost every year( Except last year 2020). I used to prefer north side all party and crowded beach but this year i decided to go for some peaceful place. And i can say paloleam beach does not let me down. I stayed near the beach so every morning i use to go there for a walk. There is not much crowd ( except in weekend, but that too you i cannot say more people compare to north goa beaches), the beach is clean, you can take share boat ride to butterfly beach or by kayaking. Overall experience is very good,you can seat on this beach for hours.I also did office work from beach.",0.9319,5
Palolem_Beach-Canacona_South,wanderor1986,5.0 of 5 bubbles,Feb 2020 • Solo,amazing and nice,"one of the best beach in goa. the vibes one get on this beach are truly peaceful and amazing , surely a must visit place if coming to goa.",0.9517,5
Palolem_Beach-Canacona_South,JE Dolphy,5.0 of 5 bubbles,Jan 2021,Great beach,"Great  beach, one of the best in south Goa. Very neat and clean with lots of water sport activities.A must visit  beach",0.9388,5
Palolem_Beach-Canacona_South,Sid,3.0 of 5 bubbles,Jan 2021,A bit too commercial,"Found it like the Calangutes or Candolims of South Goa. Comparatively more crowded than any of the South side beaches with long strips of shops and restaurants. The interesting thing there is the ferry rides to smalls islands e.g. Monkey Island, Honeymoon Island and the famous Butterfly Island. One thing about South Goa is the “clean” water in every beach in South Goa.",0.6369,5
Palolem_Beach-Canacona_South,Lokendra262,5.0 of 5 bubbles,Dec 2020,Beautiful Beach,"I nice beach to watch sunset, do kayaking, boat tour and watch dolphins.Boats can be hired from the shore. generally they take 3000 to book entire boat for 1 - 1.5 hour trip which includes Dolphin siteseeing, visit at Butterfly Beach and Honeymoon Beach (15 mins each)",0.4215,4
Palolem_Beach-Canacona_South,Vandana H,1.0 of 5 bubbles,Dec 2020 • Family,Palolem beach,Really bad beach... very dirty... never to go there again... water was calm... but totally an over rated beach.. no privacy... lots of dirt thrown on the beach.. sand was very dirty very expensive boat rides... not worth the visit...,-0.9272,1
Palolem_Beach-Canacona_South,Bulbul R,3.0 of 5 bubbles,Dec 2020 • Couples,Nothing memorable,"Me and my husband went to visit Palolem beach in Canacona. The place was dirty, dusty and crowded. The visitors couldn’t care less about the safety guidelines for Covid-19. The boat service to Butterfly Island was closed and so was most of the spices and souvenir shops. Very few shops were selling low quality spices and that too was not local produce. The visit was a total flop.",-0.1689,3
Palolem_Beach-Canacona_South,Sachin Zanje,5.0 of 5 bubbles,Dec 2020 • Couples,One of the best beaches of South Goa,"I would rate Palolem in one of the top 10 best beaches of India.It is extremely beautiful surrounded by a mountain, a small island ,blue sea and white sand.Palolem has something for every individual. There are many options for sea food here.Best part is that this beach is very good for swimming because waves are mostly calm in palolem also you can enjoy kayaking here.Island trips and boat trips are also available. ",0.9577,5
Palolem_Beach-Canacona_South,fozjon,5.0 of 5 bubbles,Nov 2020,lovely beach,this may have been my favorite of the beaches we visited in Goa. Very scenic and walkable. Water also nice. Good for adults and for kids. There were plenty of people at this beach and nice choices for cafes and bars. We were surprised at the number of foreigners who were there staying in the beachside cabins.,0.9136,5
Palolem_Beach-Canacona_South,Jumana N,5.0 of 5 bubbles,Nov 2020,Take a boat to Honeymoon Beach & watch dolphins,"Palolem Beach is a clean, less crowded beach. Must dos:1. Eat at Magic Italy (I know I'm recommending Italian in Goa but it was phenomenal!)2. Take a boat to watch dolphins & then get off at Honeymoon beach ",0.2828,4
Palolem_Beach-Canacona_South,ShabbirBaldiwala,4.0 of 5 bubbles,Nov 2020 • Family,Clean and beautiful,"One of the less frequented beaches but definitely a more serene of the Goa beaches. Down South, another not be missed one. Flanked by coconut trees and a sandy beach, this beach should be an excellent swim. The waves during a ride enhance the experience. The beachside cafes provide good Goan delicacies",0.9649,5
Palolem_Beach-Canacona_South,Shiv S Dutta,5.0 of 5 bubbles,Oct 2019,The most beautiful beach in Goa,"I feel it is the most beautiful, tranquil, and cleanest beach in Goa. You can spend an entire day here as there are lots of activities that happen on this beach. You can go for boating to monkey island, honeymoon island & butterfly island. There are mostly foreigners here on this beach. There are shacks and beach facing guest houses here. In fact, there is a market just few meters from the beach where you will find many cafes, shops, and hotels. I spent the entire day here and I still feel it was less.",0.688,5
Palolem_Beach-Canacona_South,Shirli A,5.0 of 5 bubbles,Oct 2019 • Family,Best beach in Goa,"One of the best beaches in the world. A quiet Goan beach from Oct to Dec' - busier after this. Lovely experiences, shops, restaurants & people.",0.8658,5
Palolem_Beach-Canacona_South,Sarahfairy,4.0 of 5 bubbles,Mar 2020 • Couples,A very busy beach resort ,We were staying at Agonda and we were pleased we did stay somewhere quieterHowever Palolem is a great place to visit and had lots of shops restaurants and activityWe got a cab from Agonda and very excitingly a tuk tuk back which was great fun.We walked to the very far end of the beach to Sundowner.. A bar with the most amazing views that you get to by wading across a stream on the beachWe had lunch at Zest a lovely tranquil spot on the beach road.. Delicious quasidilla!Frenetic but worth a day trip ,0.945,5
Palolem_Beach-Canacona_South,Adam J,5.0 of 5 bubbles,Mar 2020 • Family,Beautiful beach resort,"Mostly soft sand, warm sea, good facilities and beach front restaurants. Some excellent guest houses on or near the beach front, ranging from Indian to western styles, some with music playing at reasonable volumes. Check out the wonderful peninsula bar, cut off from the mainland at high tide, but serviced by 'the boatman' who will ferry you across for free (though some shift workers have been known to try to charge a fee - tell them you know it's free and wink, you'll get across with no charge).Overall this is one of the nicer beaches of Goa, and while sometimes quite crowded, it is definitely worth a visit. As always, avoid the scams and negotiate hard on prices, because they will!Some wonderful photo ops.",0.9615,5
Palolem_Beach-Canacona_South,LucyHope,5.0 of 5 bubbles,Mar 2020 • Couples,Hippy paradise,"We got a tuk tuk from Agonda to Palolem which was a fun experience in itself!  We love the peace and quiet of Agonda beach but we wanted to mix it up a bit so came to Palolem for a livelier party atmosphere.  The place was heaving with both locals and tourists, roads filled with bustling stalls, music booming from a whole host of different bars.  We came during Holi so lots of people covered head to toe in colourful Gulal powders.  It was a true celebration of peace, love and boho hippy vibes. Palolem Beach is in the shape of an arc and is lined with a fabulous combination of coconut palms and rainbow coloured shacks.  The sea looked very inviting so after a couple of cocktails at a Cuba themed bar (in fact it could’ve actually been called Cuba) we had a swim.  It was nice to not have to deal with rough waves - Agonda and Cola are lovely beaches but I found the sea too choppy at both, so Palolem was a welcome change.  For lunch we ate at Dropadi Bar & Restaurant, where we ordered the crab soup amongst other dishes.  It was recommended to us by a Goan local and he was right - it was delicious.  I first heard of Palolem because of the Matt Damon movie The Bourne Supremacy, as the location was used for the opening of the film, so I’ve been wanting to visit for some years.  A fabulous beach for party vibes, a relaxing swim and for people watching.",0.9972,5
Palolem_Beach-Canacona_South,k4zdh,5.0 of 5 bubbles,Feb 2020 • Couples,Three days stay,"Enjoyed the three days we had in Palolem, the beach is clean the people are polite and helpful.  Restaurants we used were clean and food good.  We went on a boat ride around the river, Fed the eagles and the boatman explained everything to us, and answered our questions.  Different age groups were staying there, but more of a back packers place.  Bay is lovely and the sea a bit calm than North Goa. ",0.9418,5
Palolem_Beach-Canacona_South,ME & V,3.0 of 5 bubbles,Feb 2020 • Couples,Very busy,Quite busy lots of boats and guys wanting to sell you trips !! More shacks to the south side than the north worth a short visit would I go back probably not,0.3578,4
Palolem_Beach-Canacona_South,Vineeth KB,5.0 of 5 bubbles,Mar 2020,Tranquil and Beautiful,A great beach with great crowd. There are adequate facilities and sports options.Clean beach with cool waters. Simply Superb.,0.9477,5
Palolem_Beach-Canacona_South,Sumalee K,5.0 of 5 bubbles,Feb 2020,Something for everyone.,I was a little nervous about Palolem beach as everybody tells you something different. And now I can see why.I was lucky to be able to stay for a few days in Palolem. The south of the beach is very relaxed with many chilled beach shacks to hangout in and some good waves. The centre of the beach has many more tourists and those that love to be in a group. But the north end of the beach is like another place altogether.At the southern end the water is shallow for a long distance and this makes it perfect for kids to play in and there is also an amazing island just out to sea. I hung out at Cozy Nook which had a perfect view of the beach.Want to chill and read; want to surf; want to wade in the peaceful shallows or want to party? Palolem is for you.,0.9907,5
Palolem_Beach-Canacona_South,Maps813183,5.0 of 5 bubbles,Feb 2020,Palolem Beach,"Peaceful chillout beach. It's like Goa used to be 20 years ago.  Travelled down to Galgibaga beach, the furthest south in Goa before Karnataka, which is a turtle nesting site about 6 miles from Palolem. Then onto Patnem about 3 miles from Palolem all with the same peaceful vibe. In Palolem we stayed in a hut that lead directly onto the beach. Fabulous.",0.9062,5
Palolem_Beach-Canacona_South,Mike P,5.0 of 5 bubbles,Jan 2020,Lovely and tranquil,Gorgeous beach and lots of amenities and places to eat and drink. A lovely stay here and would definately go ahead. Quiet and perfect for families.,0.91,5
Palolem_Beach-Canacona_South,Aniruddha Srivastava,4.0 of 5 bubbles,Mar 2020,Crowded but still beautiful beach,"This is one the most crowded beaches in south Goa. But unlike Colva that is more crowded, dirty and filthy, Palolem beach is surprisingly clean and beautiful. One can also experience water sports, para gliding etc. here. Many nice shacks are also on beach for your hunger and thirst. Don't miss the shopping around Palolem.",0.8833,5
Palolem_Beach-Canacona_South,Nisha I,5.0 of 5 bubbles,Feb 2020 • Family,Ideal for families in south Goa,"This is the best beach in south Goa for a family or couples. It's clean and not over crowded. The water is calm, shallow and ideal for swimming. There are enough sunbeds and many restaurant for eating and drinking options. Worth staying there too",0.926,5
Palolem_Beach-Canacona_South,Ian-Jacki,2.0 of 5 bubbles,Feb 2020,dirty,Visited for one day. Used the arch entrance to the beach. It was very crouded with boats along the waterfront. most sunbeds were taken. Was told after that we should have used another entrance,0.0,3
Palolem_Beach-Canacona_South,S Sadhukhan,3.0 of 5 bubbles,Feb 2020,Colorful beach in extreme south Goa,"The Beach is not as crowded as Colva beach, South Goa. It is more vibrant and cleaner than Colva. Water sports activities are available. and life guards are also present on the beach. Sunset looks awesome behind the sea and hills. One can have chilled beer while enjoying the sunset.",0.921,5
Palolem_Beach-Canacona_South,Zondela,5.0 of 5 bubbles,Feb 2020 • Couples,Complete Paradise ,"This is such a lovely beach with lifeguards and great huts. There are many choices for restaurants along the beach.. But don't. miss out on some really good food in town. During the day the beach has sunbeds most will let you use them for free if you drink or eat something. In the evening they set up little romantic tables instead.The beach gets cleaned every day 3-4 Times A day by these fantastic ladies, they are doing a fantastic job cleaning up after all the tourist, they also take away seaweeds etc... I think this one of the cleanest beaches around. The palmtrees that surrounds the beach are totally amazing.. there are coconut pickers he'll of a thing to do for a job. The Arabian sea is warm about 26c. The sunsets are just gorgeous and you see it. every. I'm back for the third time and just love it..... In the evening it all comes a live and everyone is out eating, listening to live bands or  just walking the lovely half moon shaped beach with safe swimming the water is shallow as you go in.... An absolute  gem of a place  ",0.9948,5
Palolem_Beach-Canacona_South,puneet0310,5.0 of 5 bubbles,Feb 2020,very clean and beautiful beach in south goa,It is a very clean and beautiful beach in sough goa.  I wanted to visit this beach for last few years.  We visited here and enjoyed the beauty of the beach. We booked a hotel on the palolem beach.  ,0.9355,5
Palolem_Beach-Canacona_South,Biju Nilgiris,4.0 of 5 bubbles,Feb 2020,Good Beach,Another spectacular beach in Goa. Neatly maintained and good to visit. Crowd is less while compare to other beaches.,0.6486,5
Palolem_Beach-Canacona_South,Lucky Rai Chand Malhotra,5.0 of 5 bubbles,Feb 2020 • Solo,Trail To Divar Island With Soul Travellers,"Hidden Treasure of GoaA Great Experience With Soul Travelling... My 8th Trail With Soul Travelling... It's a must! You just have to experience this peace filled beautiful lil island away from the the bustle of mainland life. It is True blue green colourful nature at its best with beautiful old Portuguese homes standing amongst the garden.It indeed takes your breath away and shows you the freshness of life.The approach to this place is only by a jetty which carries you and your car to the other side. Amazing Experience. Mr. Newton (Son Of Divar) Was So Proud To Show Us His Beautiful Village,Full Of Information And So Much Of Fun Loving At The Same Time Leroy Was So Fun Loving And Shared Some Of His Experiences Too With Us... Warm RegardsLucky Rai Chand Malhotra",0.9953,5
Palolem_Beach-Canacona_South,Ashok H,5.0 of 5 bubbles,Feb 2020,A Very Clean Beach,"This place is approximately 40 kms from main town .Beach is very clean and has many small restaurants.We went for a boat ride also for one hour.We saw dolphins,butterfly island ,monkey island and tortoise rock.It is one of cleanest beaches in India,seen by me.",0.4576,4
Palolem_Beach-Canacona_South,Hari,5.0 of 5 bubbles,Feb 2020 • Friends,Mast,"Great location, really pleasant and clean rooms, but the thing that makes this such a good place to stay are the staff. All of the people are incredibly helpful and generous with their time and advice. We travelled with two six year olds and lots of luggage and despite the stairs up to the elevator this was one of the nicest places we stayed in the four weeks",0.9749,5
Palolem_Beach-Canacona_South,MaureenH1962,5.0 of 5 bubbles,Feb 2020 • Friends,Fabulous beach and sunsets to die for,The photo says it all!! I have been to many beaches in Kerala and Goa but this one reigns supreme. Fabulous!,0.9077,5
Palolem_Beach-Canacona_South,Anil,4.0 of 5 bubbles,Jan 2020 • Friends,Kayaking,"Nice beach, crowded, loved kayaking and good food. Can go for boating to island viz. monkey island, honeymoon island. Good market as well.",0.9274,5
Palolem_Beach-Canacona_South,RIPAN B,5.0 of 5 bubbles,Feb 2020 • Family,Nice Beach ,"Such a beautiful beach ,,nice sunset overall great experience...who will come to go they should definitely visit to palolim beach...",0.8934,5
Palolem_Beach-Canacona_South,David D,4.0 of 5 bubbles,Feb 2020,Enjoyable 2 days here,"We stayed 2 nights in beach huts, 31st January and 1st February, along this popular beach The beach is situated in crescent shape bay with Canacona Island (Monkey Island) at one end and a raised piece of land jutting into the sea with its tall coconut trees, where Silent Noise Club is located. It's golden sands stretch for just over a mile.It is lined with bars, restaurants and holiday accommodations, primarily beach hut style. There was also a number of tattoo places and a few shops. We did visit a couple of the bars, a great place to sit with a cold drink and watch the sun set.We found the beach to be both safe and clean, with the beach cleaners very visible.It is a great place for walking, we did walk along the beach up towards Monkey Island, some great rock formations.Along the beach are places offering kayaks for hire and there are a plethora of colourful boats used for boat tours. There are no water sports like parasailing or jet skies on the beach.There are sunbeds and umbrellas along parts of the beach, these are for the shack, restaurant and hotel guests. There is plenty of room for visitors to spread out on towels and beach mats and enjoy the sunshine. There were a small number of beach sellers but in fairness they were no trouble.When we were here it was not overly busy so it was peaceful, can imagine getting very busy at times.There are Lifeguards on duty along the beach.",0.9582,5
Palolem_Beach-Canacona_South,pskhot2001,5.0 of 5 bubbles,Dec 2019 • Friends,Friends trip,One of the most beutiful resorts & 5 star hotel in India. It is having all the facilities under one roof.,0.0,3
Palolem_Beach-Canacona_South,tedsontop,2.0 of 5 bubbles,Jan 2020 • Couples,Not to everyone’s taste ,"Like most things it all comes down to taste. Palolem I guess is best described as like “Marmite” you either love it or you hate it. If you want a quiet beach offering long uninterrupted walks with toes in sand and sea around the bay, then this is NOT your cup of tea. It isn’t mine. It is not a patch on Mobor/Cavelossim Beach and gets only two stars from me in comparison, as it is far too crowded. It is however very popular so is offering something that people want, but it’s just not for me.",0.7715,5
Palolem_Beach-Canacona_South,Colchestercastleview,3.0 of 5 bubbles,Jan 2020,No sun beds again,"Papers indicated yesterday 50% reduction in tourism. Today the authorities fine smokers on the beach and insist all sun beds be removed from the beach! When will Goa learn that they are now competing with Vietnam, Cambodia, Myanmar and so many other destinations where they understand what hospitality means. Tourists are so important to the Goan economy but they are being taken for granted. Over the last few years taxi and tuk tuks make up the fare on a whim. The rubbish problem just gets worse. There is no idea about toilet expectation from tourists.Get your act together or face the consequences!!!",-0.8436,1
Palolem_Beach-Canacona_South,RAUN,5.0 of 5 bubbles,Jan 2020 • Friends,A MUST VISIT !!,"Being in GOA and not visiting Palolem is like missing out on a lot. One of the best beaches in Goa as well as the people and food over there are great..!! Don't take my word for anything, but visit and be mesmerized by the beauty and fathom the peace from within like never before.",0.9589,5
