Tourist Attraction,Name,Rating,Date and criteria,Title,Review,Compound Sentiment,Normalised Sentiment
Shree_Mahakaleshwar_Temple,Abhishek,5.0 of 5 bubbles,Aug 2022,Do Read If one has zero Idea of going to Ujjain Mahakaleswar...,"1) In any Trip, one of the most important thing required is stay. I would recommend people to use clock rooms at railway station to deposit luggage. The railway station is near to temple. Even in worst traffic one can reach by max 30min. Hotels like Satyug may charge 6K and above but are good in facility. Hotels like Dayal guest house may charge 3K and above but room is very much compact. Once the stay is fixed then one needs food2) Food facility is very high. Even near Sandipni Ashram one can go to restaurant...The entire thali buffet may cost around 200rs per person.3) After coming to ujjain i would suggest one to go to Ramghat and take bath in river. Be cautious as the river flow rises drastically...Within hours of my stay the river arose by 2-3 steps4)  After the bath, i would suggest to visit temple. But i would say visit in night. At-least one may see bhasm aarti around 22:30. During my visit some big person came to temple and hence the crowd was pushed outside the temple. Collector, joint collector, SP all vehicles were parked...5) By 23:00hrs you will be coming out of temple so do visit, bada ganapti...6) Sleep in night and next day one can go to places all over ujjain like harsidhi, nag-chandreswar temple, mangalnath, chintamani ganesh, gad kaali, kaal bhariva (one of the cutest god I have seen in my life)....Do feel the ambience of gad kaali and kaal bhairava...7) In the overall trip the only discouraging factor may be the long intentional queues/barricades created by govt..... which may lead in blocking of route to temple ( like we could not go to harsidhi as routes were blocked)....But over come this thinking as the only king of the the entire time is watching everything....",0.9489,5
Shree_Mahakaleshwar_Temple,BharathiMani,5.0 of 5 bubbles,Aug 2022 • Couples,Divine temple,On Namah Shivay 🙏 What a blessed temple! This is one of the Jyothirlingas. The temple is very clean and well maintained.The temple has great vibrations.There is a huge crowd in the month of Saawan.,0.9428,5
Shree_Mahakaleshwar_Temple,Murali N,5.0 of 5 bubbles,Jul 2022 • Family,Bhasmarthi at Mahakaleshwar temple is a soul stirring experience,The Bhasmarthi at 3 am in the Mahakal temple is a life changing experience. It is the most soul stirring experience that one can have.,0.0,3
Shree_Mahakaleshwar_Temple,KeshavChakraborty,5.0 of 5 bubbles,Mar 2022 • Couples,Jai Baba Mahakal,It is the place where 'AASTHA' is always on peak for Hindus and more lively than any other Jyotirlingas.Darshan timing is also much convenient and you can have Darshan of Lord Shiva for long duration as compared to other Shrines.,0.4927,4
Shree_Mahakaleshwar_Temple,Swiggy Wala #swiggywala,5.0 of 5 bubbles,Jun 2022 • Friends,Shree mahakaleshwar jyotirlinga ,"Mahakaleshwar is the only jyotirlinga that faces south, and hence the name dakshinamukhi. This is because the direction of death is believed to be south. As Lord Shiva faces south, it symbolizes that he is master of death. People worship Mahakaleshwar to prevent untimely death. ",-0.886,1
Shree_Mahakaleshwar_Temple,sandeepk3362015,5.0 of 5 bubbles,Jun 2022,Jai Mahakal,"I visited with my family during June, 2022. I had a wonderful experience there. A few tips for pilgrims:Regarding JAL Abhishek:1. Rules of temple change on daily basis. We visited on Saturday around 6:30 pm but temple authorities told us that JAL ABHISHEK timings are from 6 am to 4 pm. Then we visited next day (i.e. Sunday) around 12 (noon). Then we were told that JAL ABHISHEK will be allowed till 1 pm only. So rules change on daily basis. Be prepared for the same.2. You need to pay Rs 1500 for 2 persons but for single person, you need to pay Rs 1000. Children above 10 years are treated as Adult and they need a Ticket for JAL ABHISHEK. Till 10 years, children need not buy any ticket.3. All males (including small children) need to wear Dhoti for entering Garb Grah. Similarly, all females (incl small kids) need to wear saree for entering Garb Grah.4. Water and lota will be provided to you free-of-cost inside Garb Grah. Some people will try to cheat you by charging money for that. Do not fall pray to them.5. Earlier Tickets were sold outside Bada Ganesh ji's temple. But now, tickets are being sold outside Bharat Mata temple.6. You cannot carry anything like prasad or flowers to Garb Grah. Security personals will snatch the same from you.7. It is better to buy old dhoti and chola set from shops outside the temple. Else you will have to wait for other devotees to share dhoti with you after their puja. One set of dhoti/chola will cost you Rs 250. Shopkeepers will help you in wearing dhoti if you require.8. Always visit mandir of Sakshi Gopal ji after visiting Shree Mahakal ji to register your attendance.9. Visit Kal Bhairav temple after visiting this temple.Regarding VIP tickets:1. Each VIP ticket costs Rs 250 per person. 2. Benefit of VIP ticket is that you reduce time in waiting in queues. Also, you get an  opportunity to see Shri Mahakal ji from first 2 rows instead of rows from 3rd number and onwards.",0.9884,5
Shree_Mahakaleshwar_Temple,Raman_4,5.0 of 5 bubbles,May 2022 • Family,"""SHIVA SHIVA SHIVA """,Mahakal is the place to visit one's in a lifetime .This place is scared it only have huge amount of positivity you gonna feel as soon as you enter the primises.Must visit place for the devotees of lord Shiva .Highly recommended in Ujjain.,0.6478,5
Shree_Mahakaleshwar_Temple,SudarshanKS,5.0 of 5 bubbles,Apr 2022,"Blissful, Must visit","A must visit Jyotirling temple. Visited on 26 and 27 April. Very blissful temple, extremely powerful.Very well maintained and managed. Very clean, extremely peaceful process of darshanHad a very blissful bhasmarati darshan. Very well organised. Extremely good puja..Very magnetic and Powerful jyotirling. A must visit...",0.9773,5
Shree_Mahakaleshwar_Temple,Paritosh V,5.0 of 5 bubbles,Mar 2022 • Friends,Jai Mahakaal,Real Experience for those who believe in Lord Mahakal and have prayers on the lips and faith in their hearts. Early morning bhasma aarti is a must but for that you need to book online and you have to wear the required dresses which are provided in the temple. ,0.2263,4
Shree_Mahakaleshwar_Temple,Traveldna,4.0 of 5 bubbles,Mar 2022,Temple,"There is good system and flow of the people. there is paid ticket of Rs 250/- per person for quick darshan line. the cleanliness was very good. I had visited earlier in 2011, but overall systems and cleanliness has been better at least 100 times better.large bags, etc are not allowed. Mobiles are allowed but photos & videos not allowed. drinking water facility is available inside the premises at suitable distances.normally between 11 am to 2 pm rush is high and crowded. i would recommend to carry cap for aged people. the walkway is carpeted throughout and that is very good thing that the administration has done",0.9306,5
Shree_Mahakaleshwar_Temple,Surya Katakam,5.0 of 5 bubbles,Dec 2021,Mahakaleshwar is known as Lord of Time,"Shri Mahakaleshwar of Ujjain is 3rd Jyothirlinga of Dwadasha Jyothirlingas which is located on the bank of the Kshipra river. This Jyoothirlinga in Madya Pradesh is an Important pilgrimage site in Central India. The Idol of Mahakaleshwar is known to be Dakshinamurthy as he is facing South. This temple constrcution details are not clear as on date, but Puranas narrate that this temple was first established by Prajapitha Brahma. The Mahakaleshwar Jyothirlingam is said to be the largest among Dwadasha /jyothirlingams.Temple Architecture:This temple is three storeyed. In the lowest floor Mahakaleshwar jyothirling is installed. In the middle floor Omkaleshwar Lingam is installed and devotees come out from main Mahakaleshwar temple and just infront of exit to the Mahakaleshwar temple this Omkaleshwar temple is there on the middle floor and on top of Omkaleshwar temple the uppermost floor Nagachandreshwara temple is there, which will open only once in year on Naga Panchami.Bhasma Aarti:Bhasma aarti is the unique rituals happened only here in this temple and which is must attend rituals. Visiting Mahakaleshwar without attending Basma aarti is not a good idea. Basma aarti takes place everyday morning at 04:00 am and one has to book online ticket to attend this aarti as there are limited tickets available for the same. Worshipping the idol with holy ash obtained from the ghats and applied with scared chants is part of the divine rite.Temple TimingsIin this temple different rituals are performed. Devotees can participate in different rituals and please follow below timings for the same.Darshan: Morning     04:00 to Evening 23:00.Bhashma Aarthi         04:00 to 06:00Morning Aarthi           07:00 to 07:30Evening Aarthi            17:00 to 17:30Shri Mahakal Aarthi 19:00 to 19:30",0.4676,4
Shree_Mahakaleshwar_Temple,AmulAwasthy,4.0 of 5 bubbles,Dec 2021,Jai Mahakaal,Its always a great experience to visit this place. However there is huge amount of construction is going on here and due to this Route is Diverted and became very long. Upon Inquiring we came to know that Kashi like Corridor is on the way here... Eagerly waiting to see this temple in a new Avataar... Har har Mahadev,0.8885,5
Shree_Mahakaleshwar_Temple,Aum C,4.0 of 5 bubbles,Dec 2021,Long queue,"One of the jyotirlings, this temple is in Ujjain. There is quite a bit of walk after getting down from your car, so if you have anyone who is mobility limited with you, then please think. The temple premise is also quite busy and.big. You get darshan of the shivling from a distance. The priests tend to ask you for money it, so be extra careful.",0.3102,4
Shree_Mahakaleshwar_Temple,FarAway581346,5.0 of 5 bubbles,Dec 2021 • Couples,Great experience for visiting Mahakaleswar temple and other temples in and around Ujjain. We feel blessed. Jai Mahakal,At 7 AM in the morning we entered to Mahakaleswar jyotirlinga temple with vip darshan ticket and everything is well managed. We could stand for sometime In the Sanctum and no rush was there in vip Line. The temple premises are clean and temple staff are cooperative.Jai Mahakal,0.8481,5
Shree_Mahakaleshwar_Temple,abkush,5.0 of 5 bubbles,Dec 2021,Jai Shri Mahakal,"One of the twelve jyotirlingas.We had darshan on a Monday afternoon and then again next morning (within 30 minutes), it was great and quite quick considering the crowd.Darshan were great as they allow you to enter garbhagriha itself.Complex was big (further construction work was going on possibly extending it even further).The complex houses multiple temples, we could find the temples with same name outside in the city, so possibly the plan is to relocate and reestablish all old temples within the complex itself.Complex was clean and well managed.Expect more crowd on Mondays resulting in longer queues and more time for darshan.Had great darshan, it was a good experience. Would like to come back again.",0.9732,5
Shree_Mahakaleshwar_Temple,windpace,3.0 of 5 bubbles,Dec 2021,A bit difficult when travelling with people with mobility issues,"There is a lot of construction happening due to which the car could not drop my mother in law close to the temple.  Also, we forgot to hire a wheel chair though it is still a challenge with wheel chair.  You may be prepared for some difficulties when travelling with elderly.  Else,  people just follow the queve and have the darshan in an orderly manner.",0.2057,4
Shree_Mahakaleshwar_Temple,Nitin Kaushik,5.0 of 5 bubbles,Sep 2021,Jai Mahakal,1 of the 12 Jyotirlinga in India. One of the holiest places on earth. which are supposed to be the most sacred Temples of Shiva. Located in Ujjain. Its also famous for its Bhasm Aarti..,0.0,3
Shree_Mahakaleshwar_Temple,skdel2016,5.0 of 5 bubbles,Nov 2021,Jai Mahkaal,No words to say in front of aastha people have on Shri Mahakaleshwar. Temple complex is well managed . Crowd management may have better. There is construction work also in progress currently. Bhasm aarti and other bookings  is  disturbed due to server issue some times as told by some people. I  was fortunate enough to do darshan as well as attending Bhasm aarti . As demand is more with respect to supply these type of issue may arise. Go and have darshan. Jai Mahakaal.,0.8714,5
Shree_Mahakaleshwar_Temple,Gnyaneshwar Jha,4.0 of 5 bubbles,Aug 2021,Visited in the auspicious month of Srawan,Very well managed crowd inspite of covid worries. Huge and powerful shivalinga and the visit is only for few seconds but its worth it.,0.5714,5
Shree_Mahakaleshwar_Temple,rajesh s,1.0 of 5 bubbles,Jul 2021,bed,"Ab managment me dhanda bna diya hai na to in logo ki koi complaint kar sakta kyoki side hi nhi chalti complaint wali, aur nahi online darshan ticket bhi nhi milte, paid wale mil jaynge aapko,managment is very poor behaviaer and managment,kam bhi thik nhi karte ab",-0.7778,1
Shree_Mahakaleshwar_Temple,AnshumanMaini,5.0 of 5 bubbles,Apr 2021 • Family,Har Har Mahadev,I believe only the blessed can reach here and have darshan of Shri Mahakaaleshwar Jyotirling. I was awe struck and became speechless at the first sight of Jyotirling itself. It was something only my soul experienced and can never be defined by words. As the temple was very empty due to covid times we went again in evening and then again next morning. In evening the shringaar was mesmerising. Feeling blessed. Thankyou. Thankyou. Thankyou Lord Shiva. ,0.7436,5
Shree_Mahakaleshwar_Temple,gpradeepshenoy,5.0 of 5 bubbles,Feb 2021,Divine,"This temple is located about 2 Kms from Ujjain railway station and 4 kms from Nanakheda bus stand. Buses coming from Indore terminates at Nanakheda bus stand. Autos charge Rs 50 from Ujjain railway station to this temple and Rs 80 is the auto charge from Nanakheda bus stand to this temple.                  From the place where autos stop this temple entry is about five minutes walk. At present after covid temple administration has made a new rule where people visiting temple must enter names in a temple app and the SMS received after entering details of devotees must be shown to the security guards who are there at entry of the temple.If one person downloads the app he can enter other visitors details too. The details to be entered in app are name,address and any one number of government issued identity card. There is no need to show original identity card at the entrance.                   We went to temple at about 5 Pm on a Wednesday and the there were no crowds at all,we could pray in front of the lord for as much time as we wanted. There are many small temples within the temple compound . We did not go for basmarti . The laddu prasadam which is sold inside temple compound is tasty and should not be missed. There is a place to keep footwear near entrance of the temple so do not keep footwear's at shops which are near the temple.                 Near the exit/entry of temple there is a place where free herbal tea is given . Do have it , its very good. At the same place they sell herbal tea powder .                 Maa harishidhi temple is about 15 minutes walk from this temple.",0.8618,5
Shree_Mahakaleshwar_Temple,Gaurav Verma,5.0 of 5 bubbles,Mar 2020 • Solo,One of India's oldest temple.,"This is one of 12 jyotirlinga temple in India, u r fortunate if u get a darshan of bhole baba. Its very big and lot of crowd comes to this lace everyday.",0.4404,4
Shree_Mahakaleshwar_Temple,MUKHARITRA,5.0 of 5 bubbles,Feb 2021,One of 12 Jyotirlinga,"This is a wonderful experience in Shree Mahakaleshwar Temple, Ujjain, Madhyapradesh, India. So neet and clean temple is heardly seen in any corner of India. Puja can be started from Rs. 100/- only. Prasad is available from Rs. 60/- only. No pressure from Pandas. Though the best attraction of this temple is Bhasmaarati is now unavailable for the common viewers due to covid19 alert. Before enter the temple one has to register his and all her group memebers name with I-card details in Temple website in free of cost. This is actual land of peace. ",0.961,5
Shree_Mahakaleshwar_Temple,sunil s,4.0 of 5 bubbles,Jan 2021 • Family,Good temple,Mahakal temple is very attractive.there are Around 80temple of lord shiva in ujjain. Must visit devi temple nearby mahakal mandir.,0.0,3
Shree_Mahakaleshwar_Temple,Kapil G,5.0 of 5 bubbles,Jan 2021,Amazing Experience,"One must visit Mahakaal temple atleast once in Life time, this is just not a temple , prayer here will ascend you to next level, you will surely have different experience when you visit here. energies are very high here.. come with family , friends or solo too.. and you will get Mahakaal blessings surely.. ",0.886,5
Shree_Mahakaleshwar_Temple,Neeraj K,5.0 of 5 bubbles,Feb 2020,The Beautiful Temple in the Ujjain. Jai Mahakal,"Attending Bhasma Arti in Mahakaleshwar is desire for every Hindu devotee. Mahakal and Bhasma Arti are synonymous with each other. Bhasma means ash. Mahakaleshwar is the only Jyotirling temple,where the Bhasma Arti is performed. I really enjoyed a lot this Bhasma aarti. Temple is very big and jyotirling is very beautiful. Must visit. Go there before a day and enjoy the Bhasma Aarti. ",0.9459,5
Shree_Mahakaleshwar_Temple,Jaspal_Singh,5.0 of 5 bubbles,Oct 2020 • Family,Nice Darshan,Revised temple after 8 years. Most of temple has been very nicely renovated. Very pleasent and energetic experience. Proper checks during COVID times and good mgmt. Prasad of Laddo is very pious and delicious. Overall surroundings of temple have also been spruced up. Excellent experience!!,0.9552,5
Shree_Mahakaleshwar_Temple,smitra,5.0 of 5 bubbles,Sep 2020,Lord Shiva the Supreme,Reasonably clean environment. Well maintained buildings and pathways. Could not see the famous 'Bhasma Arati'. ,0.5859,5
Shree_Mahakaleshwar_Temple,WriterTrouvailleWorld,4.0 of 5 bubbles,Dec 2019,Tips for the first timers,"We visited this temple after a very long time. Things have quite changed here & for the good. The queue management system has improved a lot. Few tips for the first timers :1. Do not try to take your own 4-wheelers for visit. The temple lanes are pretty narrow & crowdy as well.2. Indian auto rickshaws are the best way to reach the temple. Walking is the fastest way if once you get stuck in the traffic near the temple.3. Be prepared to walk a lot. Parking is far away from temple. Even rented vehicle pick-up & drop point near the temple premises is a bit far & you have to walk a lot inside as well before reaching the main temple.4. Once you are inside, nobody is allowed to go near the shivlinga. You have to submit your offerings to the temple priest only.5. The behavior of the police/guards was pretty strict & rough. Duration of visit depends upon the crowd. You might not get more than a few seconds for darshan. Be mentally prepared for it.6. No electronics, leather items, etc. are allowed inside. Read the details at temple website.7. Try to take the left-side queue inside temple because when you reach the main area, that queue will give you a closer view of the shivlinga. Right-side queue get a good top view but they wont be able to submit offerings directly to the priest.",0.8873,5
Shree_Mahakaleshwar_Temple,Jayanti,5.0 of 5 bubbles,Mar 2020 • Solo,Thank you Lord,Thanks bholenaath I had your darshan on March20 second week itself. I feel blessed. Divine experienceBefore the lock down sealed you called me to have yr darshan🙏,0.886,5
Shree_Mahakaleshwar_Temple,Gdj,5.0 of 5 bubbles,Feb 2020 • Family,Mahakaleshwar temple in ujjain,Most famous temple world wide.one of the jyotirling in among 12 jyortilings in india.sweet laddu prasad is most famous at there.,0.0,3
Shree_Mahakaleshwar_Temple,mmmmlp,5.0 of 5 bubbles,Nov 2019,One of the 12 jothirlingam,This is one of the twelve jothirlingam popularly called mahakaleshwar temple is dedicated to lord shiva worshipped as mahakaleshwar in the former of lingam. The morning bhasma aarathi is a famous pujai that is unique to this temple and is attained by all devotees visiting the temple and the tickets can be brought online. Theread are many small shrines in the middle floor of the temple including the omkareswar shrine and the famous avantika matador shrine. Mahakaleshwar sanctum is in the lower floor. The upper floor has the sanctum of nags.,0.7717,5
Shree_Mahakaleshwar_Temple,John,5.0 of 5 bubbles,Mar 2020 • Friends,Nice temple,"Temple is so nice and beautiful,morning bhashma aarti is nice and real,temple is cleane and attractive place.",0.8788,5
Shree_Mahakaleshwar_Temple,Rahul Johri,5.0 of 5 bubbles,Mar 2020 • Family,Memorable experience (Must Read),"Hello guys, me and my family members decided to visit mahakaleshwar temple on Sunday. We were 4 members and worried about transportation as sunday is a rush day. So after a little google search, i found a cab service named ""goto cabs"", i called them just like a professional mnc they picked up my call and greeted me. They assisted me with all my ujjain tour plan and not just limited to cab. Cab and driver was same as they promised, neat, clean well dressed and gentlemen. Our driver ""Sudarshan"" was just like a guide for us. He made our ujjain tour memorable. Never felt like out of our family member. I and my family became a regular user of gotocabs. Ya gotocabs also has a mobile app to book the cabs in local city and outstation.",0.9466,5
Shree_Mahakaleshwar_Temple,Ankush Sharma,5.0 of 5 bubbles,Mar 2020,Speechless,Do I have to share what I felt because it is understood and experience cannot be defined in words...Jai Mahakal,0.296,4
Shree_Mahakaleshwar_Temple,Prasad Puranam,3.0 of 5 bubbles,Feb 2020,Bhasmarti at Ujjain  a real waste,"The Shree Mahakaleshwar Temple was neat and clean , but during Bhasmarti , it was very badly managed, they have issued three times the capacity, the whole night we are awake , but we couldnot get a chance to sit and watch the Bhasmarti, why they issue more tickets and make the people suffer whole night , with no darshan also .",-0.8312,1
Shree_Mahakaleshwar_Temple,Pramod1953,5.0 of 5 bubbles,Feb 2020,One of the twelve jyotirling,It is very famous Jytirling of Lord Shiva. we enjoyed the visit in the evening and again in morning for Bhsm Aarti. Very popular religious place. Thousands of people visit everyday. ,0.7501,5
Shree_Mahakaleshwar_Temple,DR. KIRTI PATEL,5.0 of 5 bubbles,Mar 2020,King of Jyotirlings,Amazingly divine place. The entire township vibrates with positivity.The 'Bhasm Aarati' is a must must. The experience of this aarati will linger in your system for a long time.,0.5984,5
Shree_Mahakaleshwar_Temple,Tripathi_12,5.0 of 5 bubbles,Feb 2020,Best managed Temple by Trust,"This temple is one of 12 Jyotirlinga in India its huge and excellently managed by Trust, after visiting the temple one can feel the presence of Lord Shiva in this holy city",0.8658,5
Shree_Mahakaleshwar_Temple,sangeeta68,5.0 of 5 bubbles,Jan 2020,must visit,i had booked my visit on the spot on luckily got the darshan. Otherwise the linesare huge and darshan takes alot of time. i just loved the tikka the pandits were putting on all the devotees. the darshan took less than half hour but the whole thing took more time becsuse the out gate is very far away from the shoes gate etc.,0.6705,5
Shree_Mahakaleshwar_Temple,Sailesh,4.0 of 5 bubbles,Feb 2020 • Family,Nice 😊,Very good vibrations.. there was not much crowd. VIP tickets are available at Rs 250 INR. Powerfully charged. Access for wheelchair available. Clean. ,0.214,4
Shree_Mahakaleshwar_Temple,Adityasaraswat1801,5.0 of 5 bubbles,Feb 2020 • Solo,Mahakaleshwar Temple Ujjain - True abode of Lord Shiva ,"The Mahakaleshwar temple at Ujjain is a very famous and revered shrine of the lord Shiva, It is one the important jyotirlingas for Hindus and amongst the most important temples of Lord Shiva, It is considered no less then a pilgrimage to visit the temple once in your life, The temple complex is huge and allows devotees to see the Shiva Linga from the outside for most of the time and entry in the main Jyotirlinga area is restricted most of the time, In case u want to get a Darshan or the main linga then u can ask any of the umpteen Panditji around and they will help u do an Abhishek for a  price, this darshan is given till 15:00 hours only. Anyone who goes in the main Jyotirling area needs to wear a dhoti and go there, the pandits arrange for that too, The temple complex is like a very well run machinery as it has lockers for mobile phones which are not allowed in the temple area, There is also a VIP darshan counter which charges you Rs. 250 for a fast Darshan, people in hurry should opt for this. The entire feel of the temple is of course divine, it’s calming too and after u are through with the Darshan u are happy and calm for a lot of time. For a true lord shiva devotee this is a must do. I have also included a pic of the importance of the temple for everyone’s benefit - do read it . ",0.9884,5
Shree_Mahakaleshwar_Temple,hipiyush007,5.0 of 5 bubbles,Jan 2020,Peacful and Divine,"I visited this place in january, very well managed by trsutee , very clean and peacful place.1. We did garbhajune darshan on same day when we reached ujjain from delhi via train. No ticket require for garbhajuna for normal entry. Purchase VIP entry only if you are in hurry or their are lots of crowd.2. For bhasmarti you need to book ticket one month advance online, if you want to do jalabhishek then you must join the queue at 10-11 PM and wait till 4:30 AM atleast, else you will only be able to see from mandaps.3. you need not to worry about mandap while booking ticket as they enter on first come first enter basis.no need to wear dhoti if you are not doing jalabhishek.",0.9104,5
Shree_Mahakaleshwar_Temple,JaySN12,5.0 of 5 bubbles,Jun 2019,Blessed to visit,It was a blessing to be back here after many years. You can book tickets online and visit as per the slot mentioned. ,0.4939,4
Shree_Mahakaleshwar_Temple,AnandG1982,5.0 of 5 bubbles,Jan 2020 • Friends,Divine,"My visit to 7th Jyotrilinga. Very clean and properly maintained temple like Somnath. Efficient management of crowd, help everyone to have very good darshan.",0.9214,5
Shree_Mahakaleshwar_Temple,RAKESH B,5.0 of 5 bubbles,Jan 2020 • Family,Spiritual must see,"This place is one of the most sacred places in 12 ज्योतिर्लिंग Though the ancient original structure was destroyed (as usual) by some foreign invaders, some part is intact. Must experience अद्भूत भस्मार्ती which is done every morning at 4 am with new रूप to बाबा भोलेनाथ ।। Omkaareshwar is another ज्योतिर्लिंग,about 2 hours from Indore which can also be included in your divine trip.",0.5423,5
Shree_Mahakaleshwar_Temple,Anirudh Baheti,4.0 of 5 bubbles,Dec 2019 • Family,Ujjain omkareshwar splended 2 jyotirling tour in 2 days in december by road.,"We were 3 family with total 5 young kids with us.We had travelled by road from Ahmedabad to omkareshwar in night and reached omkareshwar first in early morning .We took temporary room in maharastra dharmshala (dont exactly remember the name,its in front of public toiletry) for freshen up .,then we had darshan of shiva in mangleshwar temple which is at walkable distance and less crowded and then we took boat (20 rs /person)for omkareshwar temple The queue are not well maintained ,you will feel huge rush in the temple even if their is small no of people.thats why its better have darshan in omkareshwar early in the morning .after darshan we went straight to ujjain ...road is too busy till Indore so plan according .we reached ujjain by evening and did loats of bargaining for 3 room in hotel near the mahakal temple ..finally we got nice room on main road backside of temple..in evening we went to temple .in temple queues are well maintained you wont even feel rush ..we had aarti darshan of 11 pm .then we stroll around the street and went back to hotel.next morning we went to harsiddhi mandir ..Kal bhairav mandir and then straight back to Ahmedabad..note- if any one want  bhasma aarti darshan then book your slots in advances online 1 month back also you can book on spot for next day but chances are less as no of seats are few ..you have to be in queues early 2 am to see the aarti at 4 am.",0.4471,4
Shree_Mahakaleshwar_Temple,nilesh_nagar,5.0 of 5 bubbles,Jan 2020 • Family,Om namah shivay ,"Sacred place, one of the jyotirling in India. Very well maintained by administration. Crowded if u go on special days. In the heart of the city so easily reachable. Lot of people come from around the world to visit here. U will definitely get peace of mind visiting here. ",0.9247,5
Shree_Mahakaleshwar_Temple,Piyush Prabhakar,5.0 of 5 bubbles,Jan 2020 • Family,Jai Mahakal!!!,"No words to describe the religiousness spread in the entire environment. So very well managed by the Trust, Prasad shops and Flowers shop etc are reasonable and they don't cheat you just bcoz u r a Bhakt/Tourist. There is predefined price for the kind of puja one want to offer to Lord Shiva. However this is as per individual's faith to hire a priest for puja or do darshan on his own. Female family members need to wear sari and male to wear dhoti for visiting the garbh grah for close darshan of Lord Mahakal, u can buy these or even rent them just outside the temple.Jai Mahakal!!!",0.8814,5
Shree_Mahakaleshwar_Temple,Surjit T,5.0 of 5 bubbles,Dec 2019,Mahakal,Clean temple premises & orderly. Easy accessibility. A must visit for every Shiv Bhakta. Can be planned as a day visit from Indore covering Shree Kaal Bhairav & Mangal temple as well.,0.7717,5
