,City,Attraction,Summarised Review,Compound Sentiment,Normalised Sentiment,Mean Rating
53,Madras,M_A_Chidambaram_Stadium,Chennai's best Stadium to watch Cricket Matches and i always visit this place with friends and family to watch every match played in the City . the stadium is famous and loved by most of the locals since they were crazy over cricket game.,0.9042,5,4.36
54,Madras,Anna_Nagar_Tower_Park,"Anna Nagar Tower Park, as the name implies has the Tower & Park for you to walk/jog . the park is close to Aiyappan temple on 2nd avenue .",0.0,3,4.29
55,Madras,Sringeri_Saradha_Peetam_Temple,the temple is well maintained and many devotees have been regularly coming here for ages . the accommodation is booked at the building opposite the temple compound on first come first serve basis .,0.3818,4,4.66
56,Madras,Thiruvidanthai_Temple,lot of unmarried people will visit the temple worshiping the lord to seek his blessing to find their life partner .Timings 6.00am to 12.00pm & 3.00pm to 8.00pm and they strictly follow the timings .,0.6369,5,4.39
57,Madras,Padi_Sivan_Temple,the temple presiding deity is Shiva and Karpakambal . the temple is famous since the deity GURU - where people pray for children who are going to school for better success in education .,0.836,5,4.73
58,Madras,Spencer_Plaza,one of the oldest mall in india and dream mall from my childhood . the mall was developed by Mangal Tirth Estate Limited in January 1993 .,0.0258,3,3.52
59,Madras,Ranganatha_Temple,"this place have two temples, one is at bottom and one is on hill top and the hill top one called as ranganatha perumal temple . chariot pulling of Neervannaperumal along neighbouring streets .",0.3818,4,4.74
60,Madras,Chokhi_Dhani,there are markers/banners put up & hence you would not miss it . even small kids(3 years old) are charged 400 Rs . for dinner you need to pay 300 more per head.For adults they charge 500 per head .,-0.1916,3,3.73
61,Madras,Breezy_Beach,the experience & sea view is quite beautiful in the evening and early morning times . beach is absolutely safe even in very early morning .,0.8119,5,4.26
62,Madras,Guindy_National_Park,"a very nice place for kids to spend some quality time with nature . a small zoo...........few deers,jackals,peacock,turtles,snake,ostrich,langur etc. .",0.4754,4,3.83
63,Madras,B_M_Birla_Planaturium,the main planetarium was full up so unable to actually review that part . all of the exhibits were made in the 1950s and just not updated .,0.0,3,3.35
64,Madras,Semmozhi_Poonga,it is a well known park governed and maintained by TN Govt located in the most busiest place of Chennai . entry charges is minimum but for camera and photoshoot the price will be extra .,0.0,3,3.96
65,Madras,Sowcarpet,sowcarpet is one of the busiest area in chennai... fully crowded always . it is famous for clothing...lots of shops there to purchase clothes .,0.0,3,3.88
66,Madras,VGP_Golden_Beach,i was shocked when i saw many people d children r passing urine in pool itself . i would never again visit this park ....to risk my life . there is no management to maintain the park .,-0.6808,1,3.54
67,Madras,MGR_Memorial,tamilnadu's former chief minister is one of the iconic memorials of the city . the place is usually overwhelmed by people and food is available nearby .,0.0516,3,4.01
68,Madras,Fort_Museum,chennai fort is one of the most sought after places in the city . the museum has got excellent collection and well maintained .,0.7003,5,3.61
69,Madras,Chennai_Turtle_Walk,the olive ridley turtle walk is held between January and April for the public on weekends . i have walked in nights when there were nothing but dead turtles and the there were very few nights where we saw live nesting turtles .,0.6871,5,4.55
70,Madras,The_Rajiv_Gandhi_Memorial,"this is the place which give the memory of Rajiv gandhi a former prime minister of india . free entry with high security, there's also a security guard next to the monument .",0.7964,5,4.1
71,Madras,Skywalk_ampa_Mall,the mall is good for a small break and some limited shopping . during festivals they organise events in the mall which is a good attraction .,0.8555,5,3.7
72,Madras,VR_Chennai,the mall is one of the very good mall in Chennai . but today we have become very surprised when we when we visit we find there is no celebration symbol of our 75 Independent day .,0.27,4,4.2
73,Madras,St_Mary_s_Church,"St Mary's in Fort St George, Madras was consecrated in the year 1680 which makes it one of the oldest Anglican church in Asia .",0.0,3,4.1
74,Madras,National_Art_Gallery,the museum was quite crowded and there seemed to be a lot of school parties . the children looked smart in their uniforms and were well behaved .,0.7579,5,4.07
75,Madras,Connemara_Public_Library,"if you go out of the main library using the overhead tunnel bridge you will come to a part that is not open to the public . beautiful stained glass windows, fantastic old teak library shelves stuffed with books .",0.8176,5,4.46
76,Madras,University_of_Madras,the university of madras is one of the oldest in india and also in Asia . it is situated opposite to famous marina beach and the building is like ones of the British era .,0.3612,4,4.22
77,Madras,Thiruverkadu_Devi_Karumariamman_Temple-Chennai_Madras_Chennai_District_Tamil_Nad.ht,the godess Prithiyangara is so powerful that your wishes get granted . rays of the sun fall directly on the idol of the goddess twice in a year .,0.7365,5,4.52
78,Madras,Saravana_Stores,nepali staff are not well versed with english as they speak only tamil language . beware of the ladies sales staff at saree section.They are a bunch of lazy staff not interested in showing.,-0.678,1,3.75
79,Madras,Sathyam_Cinemas,"one of the pioneers in Chennai, has been doing a good job to maintain the class and offerings . the thetre leaves little from old times for good measure and is a throbbing success .",0.8591,5,4.45
80,Madras,Madras_War_Cemetery,madras war cemetery is built in the memories of the soldiers who sacrificed their lives in the Second World War . no bodies are buried but has plaques with the names of many soldiers who died in World Wars .,-0.946,1,4.42
81,Madras,Mayajaal_Entertainment,multiplex has pretty small theaters but they allow outside food and don't stop which is a nice thing . parking charges is comparatively very low than other malls .,0.5779,5,3.28
82,Madras,Children_s_Park,snake park is a mini zoo with less amenities and space for animals . children can be taken from one counter to another by the parents . park is covered by dense tree and hence good for afternoon rest and fun .,0.7351,5,3.6
83,Madras,Pothys_Hyper,Pothy's Hyper is located near the Residency Hotel only about 100 mtrs away . there is a free shuttle service from the hyper to pothys T-Nagar .,0.5106,5,4.45
84,Madras,Vivekananda_House_Multimedia_Cultural_Museum-Chennai_Madras_Chennai_District_Tami.ht,Swami Vivekananda house is one of the famous places to visit in chennai . it is believed that Swami used to live in this house and entire lifestyle is depicted here .,0.0,3,5.0
85,Madras,Jain_Temple,"Goushala in Shripermbudur is also a quiet peaceful place . i have always wanted to visit this place, but alas I never got to visit it for a very long time .",-0.1406,3,4.38
