Tourist Attraction,Name,Rating,Date and criteria,Title,Review,Compound Sentiment,Normalised Sentiment
Gateway_of_India,contactamit,4.0 of 5 bubbles,Jul 2022,Great place to visit and have a look at the monument and the Arabian sea.,It was a great experience as it was drizzling and we had a good time by the side of Arabian sea. Monsoons just add to the experience of visiting this place.,0.7906,5
Gateway_of_India,Mel,3.0 of 5 bubbles,Jun 2022 • Business,Sightseeing India,Very crowded place. I was at night. Difficult to keep safety distance. Difficult to access to an Uber to be back to my hotel,-0.296,2
Gateway_of_India,Suhel K,4.0 of 5 bubbles,Jun 2022,Good place for an evening strall with a piece of history,Good place for an evening strall with a piece of history with some tasty figer food from road side hawkers,0.4404,4
Gateway_of_India,DipuKV,5.0 of 5 bubbles,Jun 2022 • Solo,Beautiful,"The Gateway of India, an iconic landmark, is a perfect spot for a morning stroll. The weather is pleasant, and the crowds are yet to build up. You can feel the quintessential spirit of the city here.",0.8402,5
Gateway_of_India,Prashant Verma,5.0 of 5 bubbles,Feb 2022,Magnificent & historical structure,"Magnificent & historical structure at Mumbai, a must-visit place. The best time to visit is in the evening or morning and experience the fantastic view of the Sea and the Taj hotel.",0.9136,5
Gateway_of_India,Wilz W,5.0 of 5 bubbles,Jun 2022,Gateway of india,such a amazing point in Mumbai in sea side Normally Mumbai tour Start from here. Mumbai city was beautiful.,0.8271,5
Gateway_of_India,sanjayRoy R,5.0 of 5 bubbles,Mar 2022,Cool breeze flow. take ferry ride.,Cool breeze flow. take ferry ride.This spot has witnessed terrorism  Cool breeze flow. take ferry ride.,-0.25,2
Gateway_of_India,Trav,3.0 of 5 bubbles,May 2022 • Solo,Historical monument. Near Taj Palace,"It is a historical monument located near the Taj palace hotel. Good point to view the Taj hotel.. It is recommended to come here early morning when it is empty. The crowds build very fast and it becomes really hot around this area as there are no shades. The place is full of touts etc selling travel packages. There are chargeable toilet services but the quality is poor. Could not see any offices for ferry  services, but maybe they open later in the day. Nothing much to do here unless you want to enjoy the historical monument architecture and view the Taj hotel architecture. No place to sit. The monument itself is separated by barriers and you cannot go to the other side facing the sea.",-0.2263,3
Gateway_of_India,Albert Y,5.0 of 5 bubbles,Jun 2022,We were the attraction,Many women dressed in colorful saris asked if they could take pictures of us in a selfie. The Gate was interesting but we were better.,0.6908,5
Gateway_of_India,Dhrumil Bhatt,4.0 of 5 bubbles,May 2022,Nice place,Gateway of india is one of the good place to visit in Mumbai. You can also go for boating from here. ,0.4404,4
Gateway_of_India,Dr J P Chowdhary,5.0 of 5 bubbles,Apr 2022,Monument of India,The administration has made this tourist spot a lot better than the last time I visited in 2014. Lot cleaner and organized,0.5574,5
Gateway_of_India,vikas S,4.0 of 5 bubbles,Apr 2022,"Its a good place to but in mornings, evenings are too crowded.","Its a good place to but in mornings, evenings are too crowded.Good place to just sit and relax and spend some time with the ocean.",0.7003,5
Gateway_of_India,Ritu K,5.0 of 5 bubbles,Feb 2022,Leisure on a sunny sunday,"Gateway of India on a sunny day is a bliss. A stroll on the footpath with a Taj in back, click some pics, soak in the cool breeze and wonder what it was like. One can always like going there when in Mumbai. ",0.9153,5
Gateway_of_India,John A,5.0 of 5 bubbles,Apr 2022 • Couples,Visit,We went in the morning for a visit the best view is from the boat. You can get some good photos around the gate be careful of the sellers there.,0.8271,5
Gateway_of_India,paulWilson10,4.0 of 5 bubbles,Mar 2022 • Friends,Good,Whenever I visit gateway of India feels good. so many things to do near by place  best place in Mumbai,0.7964,5
Gateway_of_India,queenspr,4.0 of 5 bubbles,Mar 2022,Good tourist spot,"Not a lot to see really but always heavily crowded.Lots going on around the area, Side street has a lot of food stalls ",0.0,3
Gateway_of_India,Mihira R,4.0 of 5 bubbles,Apr 2022,historic,"this is a super historic, interesting and pretty place but there are so many people and it is super crowded",0.8945,5
Gateway_of_India,dipayandey,5.0 of 5 bubbles,Mar 2022,must visit spot,It is a must visit spot. This spot has witnessed terrorism (26/11) . Cool breeze flow. take ferry ride. ,-0.5106,1
Gateway_of_India,Swapan,5.0 of 5 bubbles,Mar 2022,Historic monument,When even visiting this place feel proud moment and memory fill with lots of previous experience.  Never feel  tedious even after frequent visit and seeing place. Its give lots of energy when try to realise about history.,0.6369,5
Gateway_of_India,Sana Patel,5.0 of 5 bubbles,Jan 2022,very nice place,"this place is best for travel to friends and family,  there is a cave which name is Elephanta cave. When you come there visit elephanta cave also, for this you required to go by ferry boats it takes charge of around 350 to 400 but believe me its worth it and it is a return ticket charge so don't worry. and enjoy, you may also take upper deck ticket it was a fun seeing Arabian sea, cold braze and sunset",0.8894,5
Gateway_of_India,Mihir K Tiwari,5.0 of 5 bubbles,Oct 2021 • Friends,I was visited with my friends in October ,Nice place for travel to friends there is a cave which name is Elephanta cave. When you come there visit elephanta cave also ,0.7096,5
Gateway_of_India,Tanvi T,2.0 of 5 bubbles,Feb 2022,Nice place,Really good place to spend time. Though monument needs bit of a repair and strict security checking.,0.6801,5
Gateway_of_India,BalkrishnaShroff,5.0 of 5 bubbles,Feb 2022,A Historical Monument !!,"This historic monument was built to welcome King George V, the first British monarch to visit Bombay. Its foundation stone was laid in 1913 and construction was completed in 1924. The last British troops left from here on 28th February, 1948, post independence.Now this unique landmark, overlooking harbor and Arabian sea is the most important tourist attraction of Mumbai. It is a must see for the people coming to Bombay for first time. On one side there are a lot of food stalls with toilet facilities. One can also take pleasure boat rides or visit nearby Elephanta Caves.Worth visiting...",0.9073,5
Gateway_of_India,hammad t,4.0 of 5 bubbles,Jan 2022 • Solo,Nice place ,Good place to visit if you are traveling in Mumbai. You can also go to the Taj hotel and  enjoy high tea. Anyone can visit this place. ,0.7269,5
Gateway_of_India,amaru2018,3.0 of 5 bubbles,Jan 2022,Closed at night,"We tried to visit the Gateway of India at around 5-6pm, but then we were told it was closed and we could not approach it, however other people were allowed to be closer to it. We could still see it from afar and it is a nice structure, but there's not much to do there. It is crowded and many people want to push you to buy photograph services from them.",0.631,5
Gateway_of_India,Saxena,5.0 of 5 bubbles,Jan 2022,Door to India,Whenever I visit gateway of India feels like visiting first time. so many things to do near by place .,0.3612,4
Gateway_of_India,Rahul G,5.0 of 5 bubbles,Sep 2021,Iconic !,So Iconic !Visited the location in the morning hours and the evening time. It's great and the Arabian Sea side walk makes it even better.,0.807,5
Gateway_of_India,Rajul M,5.0 of 5 bubbles,Nov 2021,Gateway of India.,A major tourist attraction located right in front of famous Taj Mahal Hotel. you can also take boat ride. Usually Crowded. Beware of pickpockets.  Must include in your sightseeing.,0.4588,4
Gateway_of_India,PSMahapatra,5.0 of 5 bubbles,Nov 2021,A good place to relax,We visited the location in the morning hours and the evening time. Its great and the Arabian Sea side walk makes it even better. ,0.7906,5
Gateway_of_India,Maximilian,3.0 of 5 bubbles,Nov 2021 • Couples,Nothing special!,To be honest it was nothing special!It’s a Gate! The story itself is the most interesting thing but the location itself has nothing to offer!,0.6152,5
Gateway_of_India,Sourav_KS,4.0 of 5 bubbles,Nov 2021,Iconic Gateway,"Easily accessible and a monument(Indo-Saracenic style designed by George Wittet) associated with the city of Bombay. Must visit for a first timer in the city.Always crowded on almost all days. Nothing much to explore, except a great place for selfies and photos with the adjacent Taj Mahal Palace Hotel and Arabian Sea giving a perfect backdrop.Think it needs refurbishing as I felt it is turning blackish with all the sea winds and it's almost turning 100 years.",0.9118,5
Gateway_of_India,Anjali,4.0 of 5 bubbles,Oct 2021 • Business,Gateway of India to Elephanta caves,It’s a nice place to visit and you can take a motor boat From Gateway of India to Elephanta Cave that’s on the island there you can see a heritage or reserved cave of like old and that you have to work a lot and you have to be patient while sitting in boat because it take a lot time to reach there take your snacks with you because they’re far is bit expensive and if you’re okay and if you’re fine to spend money that’s okay but if you want to save your money just take your snacks and drinks with you there you can find some pearl jewellery and a lot of local things over there but not much to shop and you will find a very beautiful and incredible temple of Shiva with 10 different types gif that say god is one but they have different forms but god is one Beware of monkeys,0.9676,5
Gateway_of_India,XLRAM,5.0 of 5 bubbles,Oct 2021,Iconic Taj mahal Palace stay,"Great Patriotic feelings, flooding when you climb up the Stair case,  where Capt. Unnikrishnan Sacrificed his life, clearing Terrorists. ",0.0,3
Gateway_of_India,tyagirakg,4.0 of 5 bubbles,Oct 2021,Visit to Gateway of India,This was very nice experience and full of excitement. We have pictures and enjoyed the complete sight seeing there. A must visiting place in Mumbai. ,0.8622,5
Gateway_of_India,Rui A,5.0 of 5 bubbles,Oct 2021,Amazing,"It was open. Metro construction ongoing, that jeopardize a litle the magnificence of the place. Safe and no problems with local people despite they are always trying to sell photos.",0.34,4
Gateway_of_India,FOODIE ZINGER,5.0 of 5 bubbles,Oct 2021 • Family,Great place to visit,Amazing experienceIf you are new in Mumbai must visit with family and friendsAmazing architecture Awesome location,0.836,5
Gateway_of_India,Epicure08,5.0 of 5 bubbles,Jan 2021 • Solo,One of my favorite place,"This Place is amazing the sculpture,  the view is wonderful ..  i m in love with this place,  you can find a lot of outstanding restaurants a long the way .. you can see the famous TAJ Mahal ..",0.9493,5
Gateway_of_India,Jay M,5.0 of 5 bubbles,Oct 2021 • Couples,Lovely home cooked food,"I think there are only 2 ‘Indian’ restaurants in Peguera. The waiter at our hotel recommended this as he used to work here.Wife and I went for  dinner as a change from the hotel. Ordered the Chicken Shashlik and Chilli Paneer with a bottle of Cobra. Food was tasty, right spice levels and Paneer was tender. Good size portions.Mains were a Daal Makni and Chicken Jalfrezi accompanied by their crispy garlic coriander naan and rice. Mains were as good, if not better than starters.This is an authentic restaurant with decent Punjabi cooking. I really enjoyed all the food and would love to come back. Nice to have home cooked food away from home. Being a huge curry fan, this place ticked all the right boxes. Staff are polite and on a Saturday night, restaurant was one of the busiest within the strip.",0.9484,5
Gateway_of_India,Vaidehi15,5.0 of 5 bubbles,Dec 2020,Remember your childhood,Excellent place to go on weekends. Its best to go during sunset as can enjoy the beautiful view with ship ride. There are different ship options you can select as per your budget & occassion. Pvt boat needs to be booked priorly as at the desk its difficult.You can relish the amazing food options around gate of india or just hog around the hawkers to grab small bites.,0.9628,5
Gateway_of_India,Mohit R,4.0 of 5 bubbles,Oct 2021 • Friends,Gateway of india,Best place ti see in the mumbai. You will love this place for the architecture This place is amazingly design and the place is very unique.It is the symbol of mumbai.,0.8555,5
Gateway_of_India,Raiu,4.0 of 5 bubbles,Sep 2021,Gateway Of India,Nice view from hotel windows of the sea and Gateway. You can also have  a lovely view of pigeons and different type of birds flying around,0.765,5
Gateway_of_India,Ramkumar C,5.0 of 5 bubbles,Sep 2021 • Friends,Symbol of Mumbai,Best place to see in Mumbai.The architecture of the place is very fabulous that I loved it The ocean near this gate.And the peace at the place is very good,0.9625,5
Gateway_of_India,bikram sarkar,5.0 of 5 bubbles,Sep 2021,Happy place,It is always a soothing experience visiting this iconic heritage monument. This place never gets old no matter matter how many times I visit.,0.5248,5
Gateway_of_India,DIL KHAN,5.0 of 5 bubbles,Sep 2021 • Friends,Simply amazing forever,This is Place where u have to be in mumbai.if you’re any to visit in mumbai must visit this palace..even u come 10000 time mumbai. You have to visit gate of India.. not only for monument also for ambiance and for pride...,0.0,3
Gateway_of_India,Claudio D,5.0 of 5 bubbles,Jul 2021 • Solo,Wow,It brings you back to the past and let you imagine vessels arriving and leaving while a noisy crowd is lost in its business and dreams,-0.0772,3
Gateway_of_India,Sanjay mahavar,4.0 of 5 bubbles,Nov 2020 • Family,Gateway of India,I  visited this place with my family . It is one of the famous place in mumbai. Hotel Taj is just infront of it. You can enjoy shipping in the sea. I have lot of nice experience in this place.,0.7184,5
Gateway_of_India,Sandy_JSR,5.0 of 5 bubbles,Aug 2020,Symbol of Mumbai,"Gateway of India is the symbol of Mumbai. Rich history is associated with this monument. During British era, the gateway was used as a symbolic ceremonial entrance for important colonial personnel and also the place from where the last British troops left India following Indian independence. It is located on the waterfront, just opposite to Taj Mahal Palace and Tower Hotel, overlooking the Arabian Sea. The gateway is a prime tourist attraction and a gathering spot for the locals as well. Plenty of street vendors and photographers are available there offering their services. The photographers provide on-spot photo print and file transfers, the rate may be negotiated. The monument looks stunning under elimination. Plenty of public transports and restaurants are available nearby.",0.9022,5
Gateway_of_India,Ankit R,5.0 of 5 bubbles,Jan 2021,Icon of mumbai,What can i say about this icon of mumbai. Its a great experience for people visiting this place specially during evenings. I do recommend ,0.765,5
Gateway_of_India,Rahul S,5.0 of 5 bubbles,May 2021,GOOD,it was a good experience and the place was very near to station and will surely visit may be on my next visit,0.7003,5
Gateway_of_India,GDM1954,4.0 of 5 bubbles,Dec 2020 • Friends,"The Gateway, Mumbai.","A 'Must visit' place when in Mumbai. Lots of eating places nearby. Try Leopold's, they serve beer too. The causeway has many eating places and lots of shopping as well. There's so much to do and eat it there.",0.2732,4
Gateway_of_India,Abhishek I,5.0 of 5 bubbles,Apr 2021 • Family,Fun,Very good hotel near the airport and all the staff are very good and helpful my mother is very aged she can't walk the down there is a one staff come to me and offer wheelchair I am very happy and mother went up very easily ,0.9445,5
Gateway_of_India,Arjun Gupta,5.0 of 5 bubbles,Mar 2021 • Family,Family Tour ,We went on a tour to Gateway of India 🇮🇳. My relatives had come over in 2019 for a while so took them around the town and showed them the prominent landmarks and historical structures of Mumbai.,0.3182,4
Gateway_of_India,Radhika Narasimhan,5.0 of 5 bubbles,Mar 2021 • Family,Night view,"Night view of this monument was beautiful, unique and lovely. We drove around the whole place. From Andheri it took us an hour or so to reach gateway of India. ",0.8434,5
Marine_Drive,DipuKV,5.0 of 5 bubbles,Jan 2023,Beautiful,"Went for early morning and late night walks while staying at a hotel on the drive. Truly representative of the city - people of all ages in high spirits during both day and night, mesmerizing views of the sea on one side and heritage buildings on the other et al!",0.4926,4
Marine_Drive,shakmed,4.0 of 5 bubbles,Oct 2022,So so place.,"Its mind relaxing to sit on its sea-shore boundary along the Marine Drive at the time of sun-set. Its not beach and you cannot approach the sea from here, as it is all blocks-filled and banned.",0.0516,3
Marine_Drive,ankur kandoi,5.0 of 5 bubbles,Oct 2022,marine drive during night,its a beautiful place and we fell in love with this place..I visited this place 4times in my visit to Mumbai for 7days..visit it during the night.. there is always a cool breeze coming from the ocean..,0.886,5
