,City,Attraction,Summarised Review,Compound Sentiment,Normalised Sentiment,Mean Rating
10,Hyderabad_Hyderabad_District_Telangana,Calvary_Temple,calvary temple is called the heaven on the earth.Many people can find peace there.,0.7783,5,4.91
11,Hyderabad_Hyderabad_District_Telangana,Shilparamam_Cultural_Society,a theme based exhibition was going on in ShilpaRaman till 31-Dec'22 . the visitors included mostly families while some youngters (seemingly college students) also visited in groups .,0.0,3,4.28
12,Hyderabad_Hyderabad_District_Telangana,Hussain_Sagar_Lake,the lake is highly polluted and stinks at several places . boat trips are available to get to the statue in the middle of the lake .,-0.6764,1,4.05
13,Hyderabad_Hyderabad_District_Telangana,Plaza_Premium_Lounge_Domestic_Departures,the plaza premium lounge is located on level 2 . it has a nice view of the runway and a good buffet with a wide selection .,0.6908,5,4.2
14,Hyderabad_Hyderabad_District_Telangana,Inorbit_Mall,"one of the biggest & best in the city, situated with in Hitech city, in a posh prime area, since decade . a very good place to spend time and enjoy your shopping along with food court .",0.8908,5,4.24
15,Hyderabad_Hyderabad_District_Telangana,Tank_Bund,tank bund is a water storage tank but very huge and deep . the famous aspect of Tankbund is The Buddha statue which was set in the mid of the tank .,0.5251,5,4.14
16,Hyderabad_Hyderabad_District_Telangana,ISKCON_Hyderabad_Sri_Sri_Radha_Madanmohan_Mandir-Hyderabad_Hyderabad_District_Tel.ht,a place where Hindu tradition is still alive and Its a kind of experience to visit . temple was built in late 60s under direct supervision and planning by Srila Prabhupada swamiji .,0.3818,4,4.41
17,Hyderabad_Hyderabad_District_Telangana,Buddha_Statue,the whole lake was filled with lights and the statue was also illuminated . there was a light and sound show which we skipped and also there were rides .,0.0,3,4.19
18,Hyderabad_Hyderabad_District_Telangana,Peddamma_Temple,a 150 year old historic maari temple with huge premises and lot of devotees known for its customs . my visit was calm and devotional.,0.743,5,4.49
19,Hyderabad_Hyderabad_District_Telangana,Hyderabad_International_Convention_Center,"hotel is a great facility to host conferences, all-hands meetings, and company get-togethers . rooms are spacious with well stocked minibars and modern air con systems .",0.7351,5,4.44
20,Hyderabad_Hyderabad_District_Telangana,NTR_Garden,"a very big garden cum park in front of Hussain sagar lake, one of the prominent attraction of Hyderabad . one can see Buddha statue and Birla temple both, Nicely maintained, many varieties of flowers, many options for children to play .",0.8625,5,4.0
21,Hyderabad_Hyderabad_District_Telangana,Sudha_Cars_Museum,one passionate man has turned his passion for different types of cars into a visual treat for the visitors . the museum has a unique crazy set of cars on display which you can't even think of .,0.7717,5,4.27
22,Hyderabad_Hyderabad_District_Telangana,Sri_Ramakrishna_Math,"'the math' is dedicated to the Field of Education with their Institution for Foreign Languages . students of all age groups have an opportunity to learn English,French,German,Spanish etc.",0.7003,5,4.6
23,Hyderabad_Hyderabad_District_Telangana,KBR_National_Park,a must visit park for early risers and people who would love to have brisk walks . children can enjoy the occasional company of peacocks around the park . as its national park few people saw snakes during day time .,0.8402,5,4.38
24,Hyderabad_Hyderabad_District_Telangana,Wonderla_Amusement_Park,"i visited Wonderla Hyderabad first time with family based on the good reviews and mainly because of the 699/- offer, but got a very very bad experience . the standard time was mentioned as 90minutes .",-0.6865,1,3.36
25,Hyderabad_Hyderabad_District_Telangana,Qutb_Shahi_Tombs,"the Qutub Shahi Tombs are beautiful architectural structures, though they house the tombs of the rulers of an era gone by & their families . originally planned for only the ruler, there were seven of them but the last one decided to include tombs for the family",0.3506,4,4.26
26,Hyderabad_Hyderabad_District_Telangana,Lumbini_Park,"Located at one corner of Hussain sagar lake, opposite to secretariat & NTR park . laser and light show is the top attraction and u get regular ferries to Buddha statue .",0.5859,5,3.69
27,Hyderabad_Hyderabad_District_Telangana,Hare_Krishna_Golden_Temple,more than 50 full time devotees are serving rla Prabhupda's mission of spreading Krishna Consciousness through the Hare Krishna Movement .,0.128,4,4.83
28,Hyderabad_Hyderabad_District_Telangana,Sanghi_Temple,the temple of lord Durga and Nava Graha Mandapam is there in open place . there are two ways to reach this temple one is steps way which is very inclined .,0.0258,3,4.2
29,Hyderabad_Hyderabad_District_Telangana,Necklace_Road,necklace road is very famous place in hyderabad we can see here a lot of people everyday evening . good place for an evening drive though parking can be a big headache.,0.4404,4,4.05
30,Hyderabad_Hyderabad_District_Telangana,Mecca_Masjid,masjid nearer to charminar is very crowded and not well maintained . about 8000 workers were involved in the construction of this mosque . it draws hundreds of tourists from across the globe .,-0.2057,3,3.86
31,Hyderabad_Hyderabad_District_Telangana,The_Forum_Sujana_Mall,"forum sujana pvr mall has a lot of shopping experience with huge discounts . food stalls like burger king,kFC,pizza hut,dominos,etc..are had..great time spending .",0.5859,5,4.29
32,Hyderabad_Hyderabad_District_Telangana,Snow_World,"if you want to experience snow fall and really low temperature, you may consider to visit as childrens will love the ambience inside the snow room . entry fees are huge but its heaven for kids and teens as its adventure for them .",0.878,5,3.92
33,Hyderabad_Hyderabad_District_Telangana,GVK_One_Mall,"the place had relatively fewer visitors, compared to other malls of similar type . it may be a popular place to shop among the locals, however, the tourist may consider to skip this place .",0.4215,4,4.13
34,Hyderabad_Hyderabad_District_Telangana,Shri_Ashtalakshmi_Temple,astalakshmi temple is the only temple with 6 goddesses in hyderabad . it's closed from noon till 4pm and the sun could easily heat up the marbles .,0.34,4,4.41
35,Hyderabad_Hyderabad_District_Telangana,B_M_Birla_Planetarium,the science museum on ISRO is a nice place for young kids and family to have an idea about our solar system . the ground floor has a lot of interesting science concepts explained in a simple way .,0.6705,5,4.11
36,Hyderabad_Hyderabad_District_Telangana,Laad_Bazaar,Laad Bazaar is situated near Charminar and is popular among those who like bargaining hard . charminar pearls have the same price to tourist and the local people and one more surprise they are giving cash back value .,0.8777,5,4.03
37,Hyderabad_Hyderabad_District_Telangana,Moula_Ali_Dargaha,"Approximately 500 steps to climb, not a difficult one, not too steep either . best time to climb is in the evening or early morning as sun can get hot .",0.7438,5,4.39
38,Hyderabad_Hyderabad_District_Telangana,Shilparamam,"there are stalls from different states showcasing their handicrafts . there is a small food court for snakcs, lawns for kids to play, complete family outing .",0.34,4,4.26
39,Hyderabad_Hyderabad_District_Telangana,Shyam_Mandir,"temple is located near to Kachiguda Railway station, which is a buzzing place . but once you enter the temple in the evening, you find the place very peaceful . the temple is very well-maintained and contains a number of shrines .",0.7343,5,4.37
40,Hyderabad_Hyderabad_District_Telangana,Balkampet_Yellamma_Temple,yellamma temple in hyderabad is very ancient temple with great history . people came to know the water flowing from the head side portion of the idol has curative powers and skin diseaces are being cured .,0.6249,5,4.7
41,Hyderabad_Hyderabad_District_Telangana,Osman_Sagar_Lake,the lake is really good and clean and well maintained and the best thing is to watch sunset at evening . this place has a park which I haven't liked personally .,0.8786,5,3.86
42,Hyderabad_Hyderabad_District_Telangana,Birla_Science_Center,"if you want to enjoy the show at planetarium, reach the place early..say 45 minutes.....",0.5574,5,4.16
43,Hyderabad_Hyderabad_District_Telangana,Ocean_Park_India,the best time to travel is during summer season to enjoy the water rides and beat the heat . oceam park is a good place for all aged people .,0.8834,5,3.74
44,Hyderabad_Hyderabad_District_Telangana,Paigah_Tombs,paigah tombs is located in santosh nagar near owaisi hospital . there is no entry fee and there is a care taker who is knowledgeable .,0.25,4,4.33
45,Hyderabad_Hyderabad_District_Telangana,Rajiv_Gandhi_International_Cricket_Stadium,the stadium is a really huge and I visit often because of the IPL matches . the open stands are vulnerable to hot humid conditions along with rain and the seats are too close .,0.1761,4,4.15
46,Hyderabad_Hyderabad_District_Telangana,Karmanghat_Hanuman_Temple,many devotees visit hanuman temple on saturday and tuesday . for archana and abhishekam you need to visit early as they sell less tickets . this place has got its creation and faith in god .,0.7579,5,4.39
47,Hyderabad_Hyderabad_District_Telangana,Nizam_Museum,nizam is a small museum that will take you no more than 3540 minutes to go through thoroughly . the only thing that truly stands out to me is the long wardrobe as it is said the king would never wear the same clothes twice .,0.1779,4,3.87
48,Hyderabad_Hyderabad_District_Telangana,Lotus_Pond,a beautiful lake is preserved at its natural best; with walk way around it . the undulating track makes for a grueling work-out for early morning joggers .,0.891,5,3.93
49,Hyderabad_Hyderabad_District_Telangana,Sanjeeviah_Park,the park is located close to the Husainsagar lake . it is ideal for all age groups and has a good collection of flowers .,0.743,5,3.92
50,Hyderabad_Hyderabad_District_Telangana,Mallikarjun_Temple,temple is one of the 12 jyotirlingas of Lord Shiva from HIndu religion . spread on a huge area this architecturally beautiful temple must be visited and admired .,0.8591,5,4.77
51,Hyderabad_Hyderabad_District_Telangana,Next_Galleria_Mall,the mall is located in connection to panjagutta metro station . it is one of the nice place to watch the cinemas in different complexes . the Ambience was very beautiful and good .,0.8795,5,4.05
52,Hyderabad_Hyderabad_District_Telangana,Pochampalli,the famed pochampalli sarees come at an exorbitant rate . you hardly see people weaving there .,0.0,3,4.1
53,Hyderabad_Hyderabad_District_Telangana,Hyderabad_Botanical_Gardens,it used to be one of the best botonical gardens but now due to constuction this is being neglected . it is an awesome place where you can enjoy beautiful greenery with variety of plants that include variety of cactuses .,0.936,5,3.71
54,Hyderabad_Hyderabad_District_Telangana,Sri_Lakshmi_Narasimha_Swamy_Temple,the temple is one of the holy indian temples not so far away from hyderabad . the devotees who come here should not close their eyes before the main deity .,0.128,4,4.36
55,Hyderabad_Hyderabad_District_Telangana,Ratnalayam_Temple,"""Ratnalayam temple"" is a nearby sacred place of Lord Venkateshwara . for kids we have playing resources, water fountain, peaceful temple interior .",0.6124,5,4.65
56,Hyderabad_Hyderabad_District_Telangana,IKEA,"ikea is a great place to check innovative ideas on home improvement and placement of home items . food is average , costly & lacks variety .",0.8625,5,4.0
57,Hyderabad_Hyderabad_District_Telangana,Mount_Opera_Multi_Theme_Park_Resort,best place to spend summer holidays with family in opera water games are really cool and the water waves are too good . mount opera is one of the best all in one amusement park in Hyderabad along with resort inside .,0.9583,5,3.39
58,Hyderabad_Hyderabad_District_Telangana,Divya_Saketam,visit to divya saketham on sunday for the first time . a very big statue of Sri Ramanuja is going to be installed .,0.0,3,4.7
59,Hyderabad_Hyderabad_District_Telangana,Osmania_University,"famous across india for its 100+ years of history . famous as largest university system in south india offering engineering,law,management,arts,science .",0.0,3,4.16
60,Hyderabad_Hyderabad_District_Telangana,Sarath_City_Capital_Mall,Sarath city mall is the best none of the malls have this kind of facilities . my experience was great but i couldn’t see more of that mall thank you .,0.8126,5,4.18
61,Hyderabad_Hyderabad_District_Telangana,Leo_Splash,"the pool is big and it was fun as not many people were there . if i get time, i will visit again with my family to this perfect atmosphere .",0.826,5,4.08
62,Hyderabad_Hyderabad_District_Telangana,Secunderabad_Clock_Tower,"Clock tower is one of the important sightseeing place in Hyderabad . it's in Secunderabad near paradise junction, surrounded by a garden .",0.7184,5,3.8
63,Hyderabad_Hyderabad_District_Telangana,Gandipet_Lake,"entry into the near-by park is nominal, this makes it a nice option for a day-out with family .",0.4215,4,3.85
64,Hyderabad_Hyderabad_District_Telangana,Sanjeevaiah_Park,a city filled with vehicles this is the place to be visited once a while to sit in nature's lap and enjoy its beauty . the park is huge and good for a relaxed long walk .,0.9371,5,3.95
65,Hyderabad_Hyderabad_District_Telangana,Hyderabad_Central_Mall,i tried & searched many brands but was not at all satisfied with anyone . central mall is good looking .best place to go shopping for clothes . but wherever you go you have to call for people for help .,0.9043,5,3.72
66,Hyderabad_Hyderabad_District_Telangana,Indira_Park,"children park is mostly used by adults . it's a huge park, disappointing factor is, totally unclean .",-0.2263,3,3.75
67,Hyderabad_Hyderabad_District_Telangana,Himayat_Sagar_Lake,there's a small play area for kids and it a long drive destination . one can take good photographs of the lake or can walk down to the dam itself.,0.6486,5,3.76
68,Hyderabad_Hyderabad_District_Telangana,L_T_Metro_Rail,the cost seems to be a bit higher when compared with other metros . but the staff are really helpful who are helping out at every stage in each station for the convenience of the public .,0.7869,5,4.5
69,Hyderabad_Hyderabad_District_Telangana,St_Josephs_Cathedral,a century old church in hyderabad is one of the oldest in india . the architecture depicts old roman catholic one . it is completely untouched tourist destination .,0.0,3,4.44
70,Hyderabad_Hyderabad_District_Telangana,City_Centre_Mall,"this mall is located on the road no.01,Banjara Hills just Opposite to the Barbeque Nation restaurant . the mall used to be my favorite for quick shopping until a few years ago, but has now detiorated badly .",-0.4854,2,3.62
71,Hyderabad_Hyderabad_District_Telangana,Manjeera_Trinity_Mall,"the price is more reasonable than forum and the parking is more accessible as it is less crowded than forum . shopping options are rather limited compared to forum, In-Orbit as quite a few shops have closed down for some reason .",-0.2263,3,3.82
72,Hyderabad_Hyderabad_District_Telangana,Srinidhi_Joy_N_Joy_Resorts,i visited Srinidhi joy n joy resorts with my family in outskirts of hyderabad . it is full of greenery and has variety of water games to try your hands on .,0.8225,5,4.33
73,Hyderabad_Hyderabad_District_Telangana,G_M_C_Balayogi_Athletic_Stadium,the athletics stadium has its own parking and a practice/warm up ground outside . this place serves as end place for Airtel marathon when we start from peoples plaza .,0.0,3,4.19
74,Hyderabad_Hyderabad_District_Telangana,Gandi_Maisamma_Temple,the temple is big with a giant (about 20 feet ht) idole and the Gopuram is also huge and different from all south Indian temples . the huge snake mound in the center of the inner side of the temple .,0.5574,5,4.07
75,Hyderabad_Hyderabad_District_Telangana,D_G_S_Melkote_Park,"a good place to visit with kids, well maintained by guards . opens in evening by 3pm with Rs5 entry tickets .",0.6124,5,4.38
76,Hyderabad_Hyderabad_District_Telangana,Pala_Pitta_Cycling_Park,Pala Pitta cycling park is situated in the Kothaguda reserve forest in Hyderabad . the park opens at 6 am and it is best to go early in the morning when it is cooler .,0.6369,5,4.67
77,Hyderabad_Hyderabad_District_Telangana,Public_Gardens_Bagh_e_aam,"Located just in the heart of the city,next to State assembly, this place was very famous for greenery which is now missing due to location where noise and pollution are extreme .",-0.296,2,3.87
78,Hyderabad_Hyderabad_District_Telangana,Laser_Shooter,"the time flew by really fast, though I don't know whether it was less time or more enjoyment.",0.5984,5,4.77
